Unnamed: 0,ts_code,symbol,name,area,industry,fullname,enname,market,exchange,curr_type,list_status,list_date,delist_date,is_hs
2107,300648.SZ,300648,星云股份,福建,电器仪表,福建星云电子股份有限公司,"Fujian Nebula Electronics.,Ltd",创业板,SZSE,CNY,L,20170425,,N
2108,300649.SZ,300649,杭州园林,浙江,建筑工程,杭州园林设计院股份有限公司,"Hangzhou Landscape Architecture Design Institute Co.,Ltd.",创业板,SZSE,CNY,L,20170505,,N
2109,300650.SZ,300650,太龙股份,福建,电气设备,太龙(福建)商业照明股份有限公司,"Tecnon (Fujian) Commercial Lighting Co., Ltd",创业板,SZSE,CNY,L,20170503,,N
2112,300653.SZ,300653,正海生物,山东,医疗保健,烟台正海生物科技股份有限公司,"Yantai Zhenghai Bio-Tech Co.,Ltd.",创业板,SZSE,CNY,L,20170516,,S
2114,300655.SZ,300655,晶瑞电材,江苏,化工原料,晶瑞电子材料股份有限公司,"Crystal Clear Electronic Material Co.,Ltd.",创业板,SZSE,CNY,L,20170523,,S
2115,300656.SZ,300656,民德电子,深圳,IT设备,深圳市民德电子科技股份有限公司,Shenzhen MinDe Electronics Technology Ltd.,创业板,SZSE,CNY,L,20170519,,N
2614,600118.SH,600118,中国卫星,北京,航空,中国东方红卫星股份有限公司,"China Spacesat Co.,Ltd.",主板,SSE,CNY,L,19970908,,H
2619,600123.SH,600123,兰花科创,山西,煤炭开采,山西兰花科技创业股份有限公司,"Shanxi Lanhua Sci-Tech Venture Co.,Ltd",主板,SSE,CNY,L,19981217,,N
2621,600126.SH,600126,杭钢股份,浙江,普钢,杭州钢铁股份有限公司,"Hang Zhou Iron & Steel Co.,Ltd.",主板,SSE,CNY,L,19980311,,N
2624,600129.SH,600129,太极集团,重庆,中成药,重庆太极实业(集团)股份有限公司,"Chongqing Taiji Industry (Group) Co.,Ltd.",主板,SSE,CNY,L,19971118,,N
2625,600130.SH,600130,波导股份,浙江,通信设备,宁波波导股份有限公司,"Ningbo Bird Co.,Ltd.",主板,SSE,CNY,L,20000706,,N
2627,600132.SH,600132,重庆啤酒,重庆,啤酒,重庆啤酒股份有限公司,"Chongqing Brewery Co.,Ltd.",主板,SSE,CNY,L,19971030,,H
2634,600141.SH,600141,兴发集团,湖北,化工原料,湖北兴发化工集团股份有限公司,"Hubei Xingfa Chemicals Group Co.,Ltd",主板,SSE,CNY,L,19990616,,H
2635,600143.SH,600143,金发科技,广东,塑料,金发科技股份有限公司,"Kingfa Sci.&Tech. Co.,Ltd.",主板,SSE,CNY,L,20040623,,H
2638,600148.SH,600148,长春一东,吉林,汽车配件,长春一东离合器股份有限公司,"Changchun Yidong Clutch Co.,Ltd",主板,SSE,CNY,L,19980520,,N
2643,600153.SH,600153,建发股份,福建,商贸代理,厦门建发股份有限公司,Xiamen C&D Inc.,主板,SSE,CNY,L,19980616,,H
2650,600161.SH,600161,天坛生物,北京,生物制药,北京天坛生物制品股份有限公司,Beijing Tiantan Biological Products Corporation Limited,主板,SSE,CNY,L,19980616,,H
2652,600163.SH,600163,中闽能源,福建,新型电力,中闽能源股份有限公司,"Zhongmin Energy Co., Ltd.",主板,SSE,CNY,L,19980602,,N
2654,600166.SH,600166,福田汽车,北京,汽车整车,北汽福田汽车股份有限公司,"Beiqi Foton Motor Co.,Ltd.",主板,SSE,CNY,L,19980602,,N
2655,600167.SH,600167,联美控股,辽宁,供气供热,联美量子股份有限公司,"Luenmei Quantum Co.,Ltd",主板,SSE,CNY,L,19990128,,H
2659,600171.SH,600171,上海贝岭,上海,半导体,上海贝岭股份有限公司,"Shanghai Belling Corp.,Ltd",主板,SSE,CNY,L,19980924,,H
2661,600173.SH,600173,卧龙地产,浙江,全国地产,卧龙地产集团股份有限公司,"Wolong Real Estate Group Co.,Ltd.",主板,SSE,CNY,L,19990415,,N
2662,600176.SH,600176,中国巨石,浙江,玻璃,中国巨石股份有限公司,"China Jushi Co.,Ltd",主板,SSE,CNY,L,19990422,,H
2664,600178.SH,600178,东安动力,黑龙江,汽车配件,哈尔滨东安汽车动力股份有限公司,"Harbin Dongan Auto Engine Co.,Ltd",主板,SSE,CNY,L,19981014,,N
2666,600180.SH,600180,瑞茂通,山东,仓储物流,瑞茂通供应链管理股份有限公司,"CCS Supply Chain Management Co., Ltd.",主板,SSE,CNY,L,19980703,,N
2668,600183.SH,600183,生益科技,广东,元器件,广东生益科技股份有限公司,"Shengyi Technology Co.,Ltd.",主板,SSE,CNY,L,19981028,,H
2670,600185.SH,600185,格力地产,广东,区域地产,格力地产股份有限公司,"Gree Real Estate Co.,Ltd",主板,SSE,CNY,L,19990611,,H
2671,600186.SH,600186,莲花健康,河南,食品,莲花健康产业集团股份有限公司,Lotus Health Group Company,主板,SSE,CNY,L,19980825,,N
2673,600188.SH,600188,兖州煤业,山东,煤炭开采,兖州煤业股份有限公司,Yanzhou Coal Mining Company Limited,主板,SSE,CNY,L,19980701,,H
2678,600193.SH,600193,创兴资源,上海,装修装饰,上海创兴资源开发股份有限公司,"Shanghai Prosolar Resources Development Co.,Ltd",主板,SSE,CNY,L,19990527,,N
2679,600195.SH,600195,中牧股份,北京,饲料,中牧实业股份有限公司,"China Animal Husbandry Industry Co.,Ltd.",主板,SSE,CNY,L,19990107,,N
2680,600196.SH,600196,复星医药,上海,化学制药,上海复星医药(集团)股份有限公司,"Shanghai Fosun Pharmaceutical (Group) Co., Ltd.",主板,SSE,CNY,L,19980807,,H
2681,600197.SH,600197,伊力特,新疆,白酒,新疆伊力特实业股份有限公司,"Xinjiang Yilite Industry Co.,Ltd",主板,SSE,CNY,L,19990916,,H
2682,600198.SH,600198,*ST大唐,北京,通信设备,大唐电信科技股份有限公司,"Datang Telecom Technology Co., Ltd",主板,SSE,CNY,L,19981021,,N
2684,600200.SH,600200,江苏吴中,江苏,化学制药,江苏吴中医药发展股份有限公司,"Jiangsu Wuzhong Pharmaceutical Development Co., Ltd.",主板,SSE,CNY,L,19990401,,N
2685,600201.SH,600201,生物股份,内蒙,农业综合,金宇生物技术股份有限公司,"Jinyu Bio-Technology Co.,Ltd.",主板,SSE,CNY,L,19990115,,N
2689,600207.SH,600207,安彩高科,河南,供气供热,河南安彩高科股份有限公司,"Henan Ancai Hi-Tech Co.,Ltd",主板,SSE,CNY,L,19990714,,N
3177,600800.SH,600800,渤海化学,天津,化工原料,天津渤海化学股份有限公司,"Tian Jin Bohai Chemical Co.,Ltd.",主板,SSE,CNY,L,19931206,,N
3178,600801.SH,600801,华新水泥,湖北,水泥,华新水泥股份有限公司,"Huaxin Cement Co.,Ltd.",主板,SSE,CNY,L,19940103,,H
3179,600802.SH,600802,福建水泥,福建,水泥,福建水泥股份有限公司,Fujian Cement Inc.,主板,SSE,CNY,L,19940103,,H
3180,600803.SH,600803,新奥股份,河北,供气供热,新奥天然气股份有限公司,"ENN Natural Gas Co., Ltd.",主板,SSE,CNY,L,19940103,,H
3181,600804.SH,600804,鹏博士,四川,电信运营,鹏博士电信传媒集团股份有限公司,"Dr.Peng Telecom&Media Group Co., Ltd.",主板,SSE,CNY,L,19940103,,N
3184,600808.SH,600808,马钢股份,安徽,普钢,马鞍山钢铁股份有限公司,Maanshan Iron & Steel Company Limited,主板,SSE,CNY,L,19940106,,H
3185,600809.SH,600809,山西汾酒,山西,白酒,山西杏花村汾酒厂股份有限公司,"Shanxi Xinghuacun Fen Wine Factory Co.,Ltd.",主板,SSE,CNY,L,19940106,,H
3186,600810.SH,600810,神马股份,河南,化纤,神马实业股份有限公司,Shenma Industrial Co.Ltd,主板,SSE,CNY,L,19940106,,N
3189,600814.SH,600814,杭州解百,浙江,百货,杭州解百集团股份有限公司,"Hangzhou Jiebai Group Co.,Limited",主板,SSE,CNY,L,19940114,,N
3192,600817.SH,600817,宇通重工,河南,专用机械,宇通重工股份有限公司,"Yutong Heavy Industries Co.,Ltd.",主板,SSE,CNY,L,19940128,,N
3196,600821.SH,600821,金开新能,天津,新型电力,金开新能源股份有限公司,Nyocor Company Limited,主板,SSE,CNY,L,19940128,,N
3203,600828.SH,600828,茂业商业,四川,百货,茂业商业股份有限公司,"Maoye Commercial Co., Ltd",主板,SSE,CNY,L,19940224,,N
3204,600829.SH,600829,人民同泰,黑龙江,医药商业,哈药集团人民同泰医药股份有限公司,HPGC Renmintongtai Pharmaceutical Corporation,主板,SSE,CNY,L,19940224,,N
3207,600833.SH,600833,第一医药,上海,医药商业,上海第一医药股份有限公司,"Shanghai No.1 Pharmacy Co.,Ltd.",主板,SSE,CNY,L,19940224,,N
3209,600835.SH,600835,上海机电,上海,运输设备,上海机电股份有限公司,"Shanghai Mechanical & Electrical Industry Co.,Ltd.",主板,SSE,CNY,L,19940224,,H
3211,600837.SH,600837,海通证券,上海,证券,海通证券股份有限公司,"Haitong Securities Co., Ltd.",主板,SSE,CNY,L,19940224,,H
3215,600843.SH,600843,上工申贝,上海,纺织机械,上工申贝(集团)股份有限公司,"Shang Gong Group Co.,Ltd.",主板,SSE,CNY,L,19940311,,N
3217,600845.SH,600845,宝信软件,上海,软件服务,上海宝信软件股份有限公司,"Shanghai Baosight Software Co.,Ltd.",主板,SSE,CNY,L,19940311,,H
3218,600846.SH,600846,同济科技,上海,建筑工程,上海同济科技实业股份有限公司,"Shanghai Tongji Science&Technology Industrial Co.,Ltd",主板,SSE,CNY,L,19940311,,H
3220,600848.SH,600848,上海临港,上海,园区开发,上海临港控股股份有限公司,"Shanghai Lingang Holdings Co.,Ltd.",主板,SSE,CNY,L,19940324,,H
3221,600850.SH,600850,电科数字,上海,软件服务,中电科数字技术股份有限公司,"CETC Digital Technology Co.,Ltd.",主板,SSE,CNY,L,19940324,,H
3226,600856.SH,600856,ST中天,北京,供气供热,中兴天恒能源科技(北京)股份公司,"Zhongxing Tianheng Energy Technology(Beijing) Co.,Ltd.",主板,SSE,CNY,L,19940425,,N
3229,600859.SH,600859,王府井,北京,百货,王府井集团股份有限公司,"Wangfujing Group Co., Ltd.",主板,SSE,CNY,L,19940506,,H
3232,600862.SH,600862,中航高科,江苏,航空,中航航空高科技股份有限公司,"Avic Aviation High-Technology Co.,Ltd.",主板,SSE,CNY,L,19940520,,H
3235,600865.SH,600865,百大集团,浙江,百货,百大集团股份有限公司,"Baida Group Co.,Ltd.",主板,SSE,CNY,L,19940809,,N
3236,600866.SH,600866,星湖科技,广东,食品,广东肇庆星湖生物科技股份有限公司,"STAR LAKE Bioscience Co.,Inc Zhaoqing Guangdong",主板,SSE,CNY,L,19940818,,N
3237,600867.SH,600867,通化东宝,吉林,生物制药,通化东宝药业股份有限公司,"Tonghua Dongbao Pharmaceutical Co.,Ltd.",主板,SSE,CNY,L,19940824,,H
3239,600869.SH,600869,远东股份,青海,电气设备,远东智慧能源股份有限公司,"Far East Smarter Energy Co.,Ltd",主板,SSE,CNY,L,19950206,,N
3241,600871.SH,600871,石化油服,北京,石油开采,中石化石油工程技术服务股份有限公司,Sinopec Oilfield Service Corporation,主板,SSE,CNY,L,19950411,,H
3242,600872.SH,600872,中炬高新,广东,食品,中炬高新技术实业(集团)股份有限公司,"Jonjee Hi-Tech Industrial and Commercial Holding Co.,Ltd",主板,SSE,CNY,L,19950124,,H
3243,600873.SH,600873,梅花生物,西藏,食品,梅花生物科技集团股份有限公司,"Meihua Holdings Group Co.,Ltd",主板,SSE,CNY,L,19950217,,N
3244,600874.SH,600874,创业环保,天津,环境保护,天津创业环保集团股份有限公司,Tianjin Capital Environmental Protection Group Company Limited,主板,SSE,CNY,L,19950630,,H
3245,600875.SH,600875,东方电气,四川,电气设备,东方电气股份有限公司,Dongfang Electric Corporation Limited,主板,SSE,CNY,L,19951010,,H
3246,600876.SH,600876,洛阳玻璃,河南,玻璃,洛阳玻璃股份有限公司,Luoyang Glass Company Limited,主板,SSE,CNY,L,19951031,,H
3251,600882.SH,600882,妙可蓝多,上海,乳制品,上海妙可蓝多食品科技股份有限公司,"Shanghai Milkground Food Tech Co., Ltd.",主板,SSE,CNY,L,19951206,,N
3253,600884.SH,600884,杉杉股份,浙江,电气设备,宁波杉杉股份有限公司,"Ningbo Shanshan Co.,Ltd.",主板,SSE,CNY,L,19960130,,N
3254,600885.SH,600885,宏发股份,湖北,电气设备,宏发科技股份有限公司,"Hongfa Technology Co., Ltd.",主板,SSE,CNY,L,19960205,,H
3740,603355.SH,603355,莱克电气,江苏,家用电器,莱克电气股份有限公司,"Kingclean Electric Co.,Ltd",主板,SSE,CNY,L,20150513,,H
3742,603357.SH,603357,设计总院,安徽,建筑工程,安徽省交通规划设计研究总院股份有限公司,"Anhui Transport Consulting & Design Institute Co.,Ltd.",主板,SSE,CNY,L,20170801,,H
3743,603358.SH,603358,华达科技,江苏,汽车配件,华达汽车科技股份有限公司,"Huada Automotive Technology Corp.,Ltd",主板,SSE,CNY,L,20170125,,N
3744,603359.SH,603359,东珠生态,江苏,环境保护,东珠生态环保股份有限公司,"Dongzhu Ecological Environment Protection Co.,Ltd",主板,SSE,CNY,L,20170901,,N
3745,603360.SH,603360,百傲化学,辽宁,化工原料,大连百傲化学股份有限公司,Dalian BIO-CHEM Company Limited,主板,SSE,CNY,L,20170206,,H
3747,603365.SH,603365,水星家纺,上海,纺织,上海水星家用纺织品股份有限公司,"Shanghai Shuixing Home Textile Co., Ltd",主板,SSE,CNY,L,20171120,,N
3749,603367.SH,603367,辰欣药业,山东,化学制药,辰欣药业股份有限公司,"Cisen Pharmaceutical Co.,Ltd.",主板,SSE,CNY,L,20170929,,H
3750,603368.SH,603368,柳药股份,广西,医药商业,广西柳州医药股份有限公司,"Guangxi Liuzhou Pharmaceutical Co., Ltd.",主板,SSE,CNY,L,20141204,,H
3751,603369.SH,603369,今世缘,江苏,白酒,江苏今世缘酒业股份有限公司,"Jiangsu King's Luck Brewery Joint-Stock Co., Ltd.",主板,SSE,CNY,L,20140703,,H
3752,603377.SH,603377,东方时尚,北京,汽车服务,东方时尚驾驶学校股份有限公司,"Eastern Pioneer Driving School Co., Ltd.",主板,SSE,CNY,L,20160205,,N
3755,603380.SH,603380,易德龙,江苏,元器件,苏州易德龙科技股份有限公司,"Suzhou Etron Technologies Co.,Ltd",主板,SSE,CNY,L,20170622,,N
3756,603383.SH,603383,顶点软件,福建,软件服务,福建顶点软件股份有限公司,"Fujian Apex Software Co.,Ltd",主板,SSE,CNY,L,20170522,,N
3757,603385.SH,603385,惠达卫浴,河北,家居用品,惠达卫浴股份有限公司,"Huida Sanitary Ware Co., Ltd",主板,SSE,CNY,L,20170405,,N
3758,603386.SH,603386,广东骏亚,广东,元器件,广东骏亚电子科技股份有限公司,"Guangdong Champion Asia Electronics Co.,Ltd.",主板,SSE,CNY,L,20170912,,N
3759,603387.SH,603387,基蛋生物,江苏,医疗保健,基蛋生物科技股份有限公司,"Getein Biotech, Inc",主板,SSE,CNY,L,20170717,,H
3763,603392.SH,603392,万泰生物,北京,医疗保健,北京万泰生物药业股份有限公司,"Beijing Wantai Biological Pharmacy Enterprise Co., Ltd.",主板,SSE,CNY,L,20200429,,H
3764,603393.SH,603393,新天然气,新疆,供气供热,新疆鑫泰天然气股份有限公司,"Xinjiang Xintai Natural Gas Co.,Ltd.",主板,SSE,CNY,L,20160912,,H
3765,603396.SH,603396,金辰股份,辽宁,专用机械,营口金辰机械股份有限公司,"Yingkou Jinchen Machinery Co., Ltd.",主板,SSE,CNY,L,20171018,,N
3768,603408.SH,603408,建霖家居,福建,家居用品,厦门建霖健康家居股份有限公司,Runner(Xiamen) Corp.,主板,SSE,CNY,L,20200730,,N
3769,603416.SH,603416,信捷电气,江苏,电气设备,无锡信捷电气股份有限公司,"Wuxi Xinje Electric Co.,Ltd.",主板,SSE,CNY,L,20161221,,H
3771,603429.SH,603429,集友股份,安徽,广告包装,安徽集友新材料股份有限公司,"Anhui Genuine New Materials Co.,Ltd.",主板,SSE,CNY,L,20170124,,H
3772,603439.SH,603439,贵州三力,贵州,中成药,贵州三力制药股份有限公司,"Guizhou SanLi Pharmaceutical Co.,Ltd.",主板,SSE,CNY,L,20200428,,N
3773,603444.SH,603444,吉比特,福建,互联网,厦门吉比特网络技术股份有限公司,"G-Bits Network Technology(Xiamen)Co., Ltd.",主板,SSE,CNY,L,20170104,,H
3774,603456.SH,603456,九洲药业,浙江,化学制药,浙江九洲药业股份有限公司,"Zhejiang Jiuzhou Pharmaceutical Co., Ltd.",主板,SSE,CNY,L,20141010,,H
3775,603458.SH,603458,勘设股份,贵州,建筑工程,贵州省交通规划勘察设计研究院股份有限公司,"Guizhou Transportation Planning Survey&Design Academe Co.,Ltd.",主板,SSE,CNY,L,20170809,,N
3776,603466.SH,603466,风语筑,上海,文教休闲,上海风语筑文化科技股份有限公司,"Shanghai Fengyuzhu Culture Technology Co., Ltd.",主板,SSE,CNY,L,20171020,,H
3777,603477.SH,603477,巨星农牧,四川,农业综合,乐山巨星农牧股份有限公司,Leshan Giantstar Farming&Husbandry Corporation Limited,主板,SSE,CNY,L,20171218,,N
3778,603486.SH,603486,科沃斯,江苏,家用电器,科沃斯机器人股份有限公司,"Ecovacs Robotics Co., Ltd",主板,SSE,CNY,L,20180528,,H
3780,603489.SH,603489,八方股份,江苏,电气设备,八方电气(苏州)股份有限公司,"Bafang Electric( Suzhou) Co.,Ltd.",主板,SSE,CNY,L,20191111,,H
3783,603500.SH,603500,祥和实业,浙江,运输设备,浙江天台祥和实业股份有限公司,"Zhejiang Tiantai Xianghe Industrial Co., Ltd.",主板,SSE,CNY,L,20170904,,N
3784,603501.SH,603501,韦尔股份,上海,半导体,上海韦尔半导体股份有限公司,"Will Semiconductor Co.,Ltd. Shanghai",主板,SSE,CNY,L,20170504,,H
3785,603505.SH,603505,金石资源,浙江,矿物制品,金石资源集团股份有限公司,"China Kings Resources Group Co., Ltd.",主板,SSE,CNY,L,20170503,,H
3786,603506.SH,603506,南都物业,浙江,房产服务,南都物业服务集团股份有限公司,"Nacity Property Service Group Co.,Ltd",主板,SSE,CNY,L,20180201,,N
3788,603508.SH,603508,思维列控,河南,软件服务,河南思维自动化设备股份有限公司,"Henan Thinker Automatic Equipment Co., Ltd.",主板,SSE,CNY,L,20151224,,H
3789,603511.SH,603511,爱慕股份,北京,服饰,爱慕股份有限公司,"Aimer Co.,Ltd.",主板,SSE,CNY,L,20210531,,N
3790,603515.SH,603515,欧普照明,上海,电气设备,欧普照明股份有限公司,"Opple Lighting Co., Ltd",主板,SSE,CNY,L,20160819,,H
3792,603517.SH,603517,绝味食品,湖南,食品,绝味食品股份有限公司,"Juewei Food Co., Ltd.",主板,SSE,CNY,L,20170317,,H
3793,603518.SH,603518,锦泓集团,江苏,服饰,锦泓时装集团股份有限公司,"Jinhong Fashion Group Co.,Ltd",主板,SSE,CNY,L,20141203,,N
3794,603519.SH,603519,立霸股份,江苏,家用电器,江苏立霸实业股份有限公司,"Jiangsu Liba Enterprise Joint-Stock Co.,Ltd",主板,SSE,CNY,L,20150319,,N
3795,603520.SH,603520,司太立,浙江,化学制药,浙江司太立制药股份有限公司,"Zhejiang Starry Pharmaceutical Co., Ltd.",主板,SSE,CNY,L,20160309,,H
3796,603527.SH,603527,众源新材,安徽,铜,安徽众源新材料股份有限公司,"Anhui Zhongyuan New Materials Co.,Ltd.",主板,SSE,CNY,L,20170907,,N
3798,603529.SH,603529,爱玛科技,天津,摩托车,爱玛科技集团股份有限公司,"Aima Technology Group Co.,Ltd.",主板,SSE,CNY,L,20210615,,N
3800,603533.SH,603533,掌阅科技,北京,互联网,掌阅科技股份有限公司,"Ireader Technology Co., Ltd",主板,SSE,CNY,L,20170921,,H
3801,603535.SH,603535,嘉诚国际,广东,仓储物流,广州市嘉诚国际物流股份有限公司,"Guangzhou Jiacheng International Logistics Co.,Ltd.",主板,SSE,CNY,L,20170808,,N
3803,603538.SH,603538,美诺华,浙江,化学制药,宁波美诺华药业股份有限公司,"Ningbo Menovo Pharmaceutical Co., Ltd.",主板,SSE,CNY,L,20170407,,N
3805,603555.SH,603555,ST贵人,福建,服饰,贵人鸟股份有限公司,"Guirenniao Co.,Ltd.",主板,SSE,CNY,L,20140124,,N
3808,603558.SH,603558,健盛集团,浙江,纺织,浙江健盛集团股份有限公司,"Zhejiang Jasan Holding Group Co.,Ltd.",主板,SSE,CNY,L,20150127,,N
3810,603565.SH,603565,中谷物流,上海,仓储物流,上海中谷物流股份有限公司,"Shanghai Zhonggu Logistics Co., Ltd.",主板,SSE,CNY,L,20200925,,H
3811,603566.SH,603566,普莱柯,河南,生物制药,普莱柯生物工程股份有限公司,"Pulike Biological Engineering,Inc.",主板,SSE,CNY,L,20150518,,N
3812,603567.SH,603567,珍宝岛,黑龙江,中成药,黑龙江珍宝岛药业股份有限公司,"Heilongjiang ZBD Pharmaceutical Co.,Ltd.",主板,SSE,CNY,L,20150424,,N
3813,603568.SH,603568,伟明环保,浙江,环境保护,浙江伟明环保股份有限公司,"Zhejiang Weiming Environment Protection Co.,Ltd.",主板,SSE,CNY,L,20150528,,H
3814,603569.SH,603569,长久物流,北京,仓储物流,北京长久物流股份有限公司,Beijing Changjiu Logistics Corp.,主板,SSE,CNY,L,20160810,,N
3816,603578.SH,603578,三星新材,浙江,玻璃,浙江三星新材股份有限公司,"Zhejiang Three Stars New Materials Co.,Ltd.",主板,SSE,CNY,L,20170306,,N
3817,603579.SH,603579,荣泰健康,上海,医疗保健,上海荣泰健康科技股份有限公司,Shanghai Rongtai Health Technology Corporation Limited,主板,SSE,CNY,L,20170111,,N
4331,688314.SH,688314,康拓医疗,陕西,医疗保健,西安康拓医疗技术股份有限公司,"Kontour(Xi'an) Medical Technology Co., Ltd.",科创板,SSE,CNY,L,20210518,,N
4332,688315.SH,688315,诺禾致源,北京,医疗保健,北京诺禾致源科技股份有限公司,"Novogene Co., Ltd.",科创板,SSE,CNY,L,20210413,,N
4334,688317.SH,688317,之江生物,上海,生物制药,上海之江生物科技股份有限公司,"Shanghai ZJ Bio-Tech Co., Ltd",科创板,SSE,CNY,L,20210118,,N
4336,688319.SH,688319,欧林生物,四川,生物制药,成都欧林生物科技股份有限公司,Chengdu Olymvax Biopharmaceuticals Inc.,科创板,SSE,CNY,L,20210608,,N
4338,688323.SH,688323,瑞华泰,深圳,塑料,深圳瑞华泰薄膜科技股份有限公司,"Rayitek Hi-Tech Film Company Ltd., Shenzhen",科创板,SSE,CNY,L,20210428,,N
4339,688328.SH,688328,深科达,深圳,元器件,深圳市深科达智能装备股份有限公司,"Shenzhen S-King Intelligent Equipment Co., Ltd.",科创板,SSE,CNY,L,20210309,,N
4341,688330.SH,688330,宏力达,上海,电气设备,上海宏力达信息技术股份有限公司,"Shanghai Holystar Information Technology Co., Ltd.",科创板,SSE,CNY,L,20201015,,N
4347,688345.SH,688345,博力威,广东,电气设备,广东博力威科技股份有限公司,"Guangdong Greenway Technology Co., Ltd.",科创板,SSE,CNY,L,20210611,,N
4348,688350.SH,688350,富淼科技,江苏,化工原料,江苏富淼科技股份有限公司,"Jiangsu Feymer Technology Co., Ltd.",科创板,SSE,CNY,L,20210128,,N
4349,688355.SH,688355,明志科技,江苏,机械基件,苏州明志科技股份有限公司,"Suzhou Mingzhi Technology Co., Ltd.",科创板,SSE,CNY,L,20210512,,N
4350,688356.SH,688356,键凯科技,北京,化学制药,北京键凯科技股份有限公司,"Jenkem Technology Co., Ltd.",科创板,SSE,CNY,L,20200826,,N
4351,688357.SH,688357,建龙微纳,河南,化工原料,洛阳建龙微纳新材料股份有限公司,"Luoyang Jalon Micro-nano New Materials Co.,Ltd.",科创板,SSE,CNY,L,20191204,,N
4353,688359.SH,688359,三孚新科,广东,化工原料,广州三孚新材料科技股份有限公司,"Guangzhou Sanfu New Materials Technology Co.,Ltd",科创板,SSE,CNY,L,20210521,,N
4354,688360.SH,688360,德马科技,浙江,机械基件,浙江德马科技股份有限公司,"Zhejiang Damon Technology Co.,Ltd.",科创板,SSE,CNY,L,20200602,,N
4355,688363.SH,688363,华熙生物,山东,生物制药,华熙生物科技股份有限公司,Bloomage Biotechnology Corporation Limited,科创板,SSE,CNY,L,20191106,,N
4359,688368.SH,688368,晶丰明源,上海,半导体,上海晶丰明源半导体股份有限公司,"Shanghai Bright Power Semiconductor Co., Ltd.",科创板,SSE,CNY,L,20191014,,N
4362,688378.SH,688378,奥来德,吉林,专用机械,吉林奥来德光电材料股份有限公司,"Jilin OLED Material Tech Co.,Ltd.",科创板,SSE,CNY,L,20200903,,N
4364,688383.SH,688383,新益昌,深圳,专用机械,深圳新益昌科技股份有限公司,"Shenzhen Xinyichang Technology Co., Ltd.",科创板,SSE,CNY,L,20210428,,N
4366,688386.SH,688386,泛亚微透,江苏,化工原料,江苏泛亚微透科技股份有限公司,Pan Asian Microvent Tech (Jiangsu) Corporation,科创板,SSE,CNY,L,20201016,,N
4367,688388.SH,688388,嘉元科技,广东,铜,广东嘉元科技股份有限公司,"Guangdong Jiayuan Technology Co.,Ltd.",科创板,SSE,CNY,L,20190722,,N
4368,688389.SH,688389,普门科技,深圳,医疗保健,深圳普门科技股份有限公司,"Shenzhen Lifotronic Technology Co.,Ltd.",科创板,SSE,CNY,L,20191105,,N
4369,688390.SH,688390,固德威,江苏,电气设备,江苏固德威电源科技股份有限公司,"Jiangsu Goodwe Power Supply Technology Co.,Ltd",科创板,SSE,CNY,L,20200904,,N
4370,688393.SH,688393,安必平,广东,医疗保健,广州安必平医药科技股份有限公司,"Guangzhou LBP Medicine Science & Technology Co., Ltd.",科创板,SSE,CNY,L,20200820,,N
4371,688395.SH,688395,正弦电气,深圳,电气设备,深圳市正弦电气股份有限公司,"Shenzhen Sine Electric Co.,Ltd.",科创板,SSE,CNY,L,20210429,,N
4372,688396.SH,688396,华润微,江苏,半导体,华润微电子有限公司,China Resources Microelectronics Limited,科创板,SSE,CNY,L,20200227,,N
4373,688398.SH,688398,赛特新材,福建,矿物制品,福建赛特新材股份有限公司,"Fujian SuperTech Advanced Material Co.,Ltd.",科创板,SSE,CNY,L,20200211,,N
4374,688399.SH,688399,硕世生物,江苏,医疗保健,江苏硕世生物科技股份有限公司,"Jiangsu Bioperfectus Technologies Co., Ltd.",科创板,SSE,CNY,L,20191205,,N
4377,688425.SH,688425,铁建重工,湖南,专用机械,中国铁建重工集团股份有限公司,China Railway Construction Heavy Industry Corporation Limited,科创板,SSE,CNY,L,20210622,,N
4380,688468.SH,688468,科美诊断,北京,医疗保健,科美诊断技术股份有限公司,"Chemclin Diagnostics Co., Ltd.",科创板,SSE,CNY,L,20210409,,N
4382,688499.SH,688499,利元亨,广东,专用机械,广东利元亨智能装备股份有限公司,"Guangdong Lyric Robot Automation Co., Ltd.",科创板,SSE,CNY,L,20210701,,N
4386,688508.SH,688508,芯朋微,江苏,半导体,无锡芯朋微电子股份有限公司,Wuxi Chipown Micro-Electronics Limited,科创板,SSE,CNY,L,20200722,,N
4389,688511.SH,688511,天微电子,四川,元器件,四川天微电子股份有限公司,"Sichuan Tianwei Electronic Co.,LTD.",科创板,SSE,CNY,L,20210730,,N
4390,688513.SH,688513,苑东生物,四川,化学制药,成都苑东生物制药股份有限公司,"Chengdu Easton Bio Pharmaceuticals Co.,Ltd",科创板,SSE,CNY,L,20200902,,N
4391,688516.SH,688516,奥特维,江苏,专用机械,无锡奥特维科技股份有限公司,"Wuxi Autowell Technology Co.,Ltd.",科创板,SSE,CNY,L,20200521,,N
4394,688519.SH,688519,南亚新材,上海,元器件,南亚新材料科技股份有限公司,"Nanya New Material Technology Co.,Ltd.",科创板,SSE,CNY,L,20200818,,N
4397,688526.SH,688526,科前生物,湖北,农业综合,武汉科前生物股份有限公司,"Wuhan Keqian Biology Co.,Ltd",科创板,SSE,CNY,L,20200922,,N
