Unnamed: 0,ts_code,symbol,name,area,industry,fullname,enname,market,exchange,curr_type,list_status,list_date,delist_date,is_hs
0,000001.SZ,1,平安银行,深圳,银行,平安银行股份有限公司,"Ping An Bank Co., Ltd.",主板,SZSE,CNY,L,19910403,,S
4,000006.SZ,6,深振业A,深圳,区域地产,深圳市振业(集团)股份有限公司,"Shenzhen Zhenye(Group) Co.,Ltd.",主板,SZSE,CNY,L,19920427,,S
7,000009.SZ,9,中国宝安,深圳,电气设备,中国宝安集团股份有限公司,"China Baoan Group Co.,Ltd.",主板,SZSE,CNY,L,19910625,,S
9,000011.SZ,11,深物业A,深圳,区域地产,深圳市物业发展(集团)股份有限公司,Shenzhen Properties & Resources Development (Group) Ltd.,主板,SZSE,CNY,L,19920330,,S
10,000012.SZ,12,南玻A,深圳,玻璃,中国南玻集团股份有限公司,"CSG Holding Co.,Ltd.",主板,SZSE,CNY,L,19920228,,S
14,000019.SZ,19,深粮控股,深圳,其他商业,深圳市深粮控股股份有限公司,"Shenzhen Cereals Holdings Co.,Ltd.",主板,SZSE,CNY,L,19921012,,S
16,000021.SZ,21,深科技,深圳,IT设备,深圳长城开发科技股份有限公司,"Shenzhen Kaifa Technology Co., Ltd.",主板,SZSE,CNY,L,19940202,,S
18,000025.SZ,25,特力A,深圳,汽车服务,深圳市特力(集团)股份有限公司,"Shenzhen Tellus Holding Co.,Ltd",主板,SZSE,CNY,L,19930621,,S
19,000026.SZ,26,飞亚达,深圳,其他商业,飞亚达精密科技股份有限公司,"Fiyta Precision Technology Co., Ltd.",主板,SZSE,CNY,L,19930603,,N
21,000028.SZ,28,国药一致,深圳,医药商业,国药集团一致药业股份有限公司,China National Accord Medicines Corporation Ltd.,主板,SZSE,CNY,L,19930809,,S
22,000029.SZ,29,深深房A,深圳,区域地产,深圳经济特区房地产(集团)股份有限公司,"Shenzhen Special Economic Zone Real Estate&Properties (Group).Co.,Ltd.",主板,SZSE,CNY,L,19930915,,S
23,000030.SZ,30,富奥股份,吉林,汽车配件,富奥汽车零部件股份有限公司,Fawer Automotive Parts Limited Company,主板,SZSE,CNY,L,19930929,,S
28,000036.SZ,36,华联控股,深圳,全国地产,华联控股股份有限公司,China Union Holdings Ltd.,主板,SZSE,CNY,L,19940617,,N
31,000039.SZ,39,中集集团,深圳,轻工机械,中国国际海运集装箱(集团)股份有限公司,"China International Marine Containers (Group) Co., Ltd",主板,SZSE,CNY,L,19940408,,S
36,000048.SZ,48,京基智农,深圳,饲料,深圳市京基智农时代股份有限公司,"Shenzhen Kingkey Smart Agriculture Times Co.,Ltd",主板,SZSE,CNY,L,19941101,,S
37,000049.SZ,49,德赛电池,深圳,电气设备,深圳市德赛电池科技股份有限公司,"Shenzhen Desay Battery Technology Co., Ltd.",主板,SZSE,CNY,L,19950320,,S
42,000059.SZ,59,华锦股份,辽宁,石油加工,北方华锦化学工业股份有限公司,"North Huajin Chemical Industries Co.,Ltd",主板,SZSE,CNY,L,19970130,,S
43,000060.SZ,60,中金岭南,深圳,铅锌,深圳市中金岭南有色金属股份有限公司,Shenzhen Zhongjin Lingnan Nonfemet Co. Ltd.,主板,SZSE,CNY,L,19970123,,S
45,000062.SZ,62,深圳华强,深圳,批发业,深圳华强实业股份有限公司,"Shenzhen Huaqiang Industry Co.,Ltd",主板,SZSE,CNY,L,19970130,,S
46,000063.SZ,63,中兴通讯,深圳,通信设备,中兴通讯股份有限公司,ZTE Corporation,主板,SZSE,CNY,L,19971118,,S
55,000090.SZ,90,天健集团,深圳,建筑工程,深圳市天健(集团)股份有限公司,"Shenzhen Tagen Group Co., Ltd.",主板,SZSE,CNY,L,19990721,,S
57,000099.SZ,99,中信海直,深圳,空运,中信海洋直升机股份有限公司,"Citic Offshore Helicopter Co., Ltd.",主板,SZSE,CNY,L,20000731,,N
58,000100.SZ,100,TCL科技,广东,元器件,TCL科技集团股份有限公司,TCL Technology Group Corporation,主板,SZSE,CNY,L,20040130,,S
62,000155.SZ,155,川能动力,四川,新型电力,四川省新能源动力股份有限公司,Sichuan New Energypower Company Limited,主板,SZSE,CNY,L,20000926,,S
64,000157.SZ,157,中联重科,湖南,工程机械,中联重科股份有限公司,"Zoomlion Heavy Industry Science and Technology Co., Ltd.",主板,SZSE,CNY,L,20001012,,S
67,000166.SZ,166,申万宏源,新疆,证券,申万宏源集团股份有限公司,"Shenwan Hongyuan Group Co.,Ltd.",主板,SZSE,CNY,L,20150126,,S
68,000301.SZ,301,东方盛虹,江苏,化纤,江苏东方盛虹股份有限公司,"Jiangsu Eastern Shenghong Co.,Ltd.",主板,SZSE,CNY,L,20000529,,S
69,000333.SZ,333,美的集团,广东,家用电器,美的集团股份有限公司,"Midea Group Co.,Ltd.",主板,SZSE,CNY,L,20130918,,S
70,000338.SZ,338,潍柴动力,山东,汽车配件,潍柴动力股份有限公司,"Weichai Power Co.,Ltd.",主板,SZSE,CNY,L,20070430,,S
74,000403.SZ,403,派林生物,山西,生物制药,派斯双林生物制药股份有限公司,"Pacific Shuanglin Bio-pharmacy Co., LTD",主板,SZSE,CNY,L,19960628,,S
76,000407.SZ,407,胜利股份,山东,供气供热,山东胜利股份有限公司,"Shandong Shengli Co.,Ltd.",主板,SZSE,CNY,L,19960703,,N
77,000408.SZ,408,藏格控股,青海,农药化肥,藏格控股股份有限公司,Zangge Holding Company Limited,主板,SZSE,CNY,L,19960628,,N
80,000411.SZ,411,英特集团,浙江,医药商业,浙江英特集团股份有限公司,"Zhejiang Int'l Group Co.,Ltd",主板,SZSE,CNY,L,19960716,,N
84,000417.SZ,417,合肥百货,安徽,百货,合肥百货大楼集团股份有限公司,"Hefei Department Store Group Co.,Ltd",主板,SZSE,CNY,L,19960812,,N
88,000422.SZ,422,湖北宜化,湖北,农药化肥,湖北宜化化工股份有限公司,"Hubei Yihua Chemical Industry Co.,Ltd",主板,SZSE,CNY,L,19960815,,N
90,000425.SZ,425,徐工机械,江苏,工程机械,徐工集团工程机械股份有限公司,"XCMG Construction Machinery Co., Ltd.",主板,SZSE,CNY,L,19960828,,S
91,000426.SZ,426,兴业矿业,内蒙,铅锌,内蒙古兴业矿业股份有限公司,"Inner Mongolia Xingye Mining Co.,Ltd",主板,SZSE,CNY,L,19960828,,S
93,000429.SZ,429,粤高速A,广东,路桥,广东省高速公路发展股份有限公司,"Guangdong Provincial Expressway Development Co.,Ltd.",主板,SZSE,CNY,L,19980220,,S
95,000488.SZ,488,晨鸣纸业,山东,造纸,山东晨鸣纸业集团股份有限公司,Shandong Chenming Paper Holdings Limited,主板,SZSE,CNY,L,20001120,,S
96,000498.SZ,498,山东路桥,山东,建筑工程,山东高速路桥集团股份有限公司,"Shandong Hi-Speed Road&Bridge Group Co.,Ltd.",主板,SZSE,CNY,L,19970609,,S
97,000501.SZ,501,鄂武商A,湖北,百货,武汉武商集团股份有限公司,"Wuhan Department Store Group Co., Ltd.",主板,SZSE,CNY,L,19921120,,S
101,000505.SZ,505,京粮控股,海南,食品,海南京粮控股股份有限公司,"Hainan Jingliang Holdings Co., Ltd.",主板,SZSE,CNY,L,19921221,,N
105,000510.SZ,510,新金路,四川,化工原料,四川新金路集团股份有限公司,"Sichuan Xinjinlu Group Co.,Ltd",主板,SZSE,CNY,L,19930507,,N
106,000513.SZ,513,丽珠集团,广东,化学制药,丽珠医药集团股份有限公司,Livzon Pharmaceutical Group Inc.,主板,SZSE,CNY,L,19931028,,S
111,000519.SZ,519,中兵红箭,湖南,专用机械,中兵红箭股份有限公司,"North Industries Group Red Arrow Co., Ltd",主板,SZSE,CNY,L,19931008,,S
112,000520.SZ,520,长航凤凰,湖北,水运,长航凤凰股份有限公司,"Chang Jiang Shipping Group Phoenix Co.,Ltd",主板,SZSE,CNY,L,19931025,,N
118,000528.SZ,528,柳工,广西,工程机械,广西柳工机械股份有限公司,"Guangxi Liugong Machinery Co.,Ltd.",主板,SZSE,CNY,L,19931118,,S
119,000529.SZ,529,广弘控股,广东,食品,广东广弘控股股份有限公司,"Guangdong Guanghong Holdings Co.,Ltd.",主板,SZSE,CNY,L,19931118,,N
121,000531.SZ,531,穗恒运A,广东,火力发电,广州恒运企业集团股份有限公司,Guangzhou Hengyun Enterprises Holding Ltd,主板,SZSE,CNY,L,19940106,,N
124,000534.SZ,534,万泽股份,广东,生物制药,万泽实业股份有限公司,"Wedge Industrial Co.,Ltd.",主板,SZSE,CNY,L,19940110,,N
126,000537.SZ,537,广宇发展,天津,区域地产,天津广宇发展股份有限公司,"Tianjin Guangyu Development Co., Ltd.",主板,SZSE,CNY,L,19931210,,S
132,000544.SZ,544,中原环保,河南,环境保护,中原环保股份有限公司,"Central Plains Environment Protection Co.,Ltd",主板,SZSE,CNY,L,19931208,,S
134,000546.SZ,546,金圆股份,吉林,环境保护,金圆环保股份有限公司,"Jinyuan Ep Co.,Ltd",主板,SZSE,CNY,L,19931215,,N
135,000547.SZ,547,航天发展,福建,通信设备,航天工业发展股份有限公司,"Addsino Co.,Ltd.",主板,SZSE,CNY,L,19931130,,S
137,000550.SZ,550,江铃汽车,江西,汽车整车,江铃汽车股份有限公司,"Jiangling Motors Corporation, Ltd.",主板,SZSE,CNY,L,19931201,,S
139,000552.SZ,552,靖远煤电,甘肃,煤炭开采,甘肃靖远煤电股份有限公司,"Gansu Jingyuan Coal Industry and Electricity Power Co.,Ltd",主板,SZSE,CNY,L,19940106,,N
150,000565.SZ,565,渝三峡A,重庆,染料涂料,重庆三峡油漆股份有限公司,"Chongqing Sanxia Paints Co.,Ltd.",主板,SZSE,CNY,L,19940408,,N
153,000568.SZ,568,泸州老窖,四川,白酒,泸州老窖股份有限公司,"Luzhou Laojiao Co.,Ltd",主板,SZSE,CNY,L,19940509,,S
157,000573.SZ,573,粤宏远A,广东,区域地产,东莞宏远工业区股份有限公司,DongGuan Winnerway Industry Zone LTD.,主板,SZSE,CNY,L,19940815,,N
158,000576.SZ,576,甘化科工,广东,食品,广东甘化科工股份有限公司,"Guangdong Ganhua Science & Industry Co., Ltd.",主板,SZSE,CNY,L,19940907,,N
159,000581.SZ,581,威孚高科,江苏,汽车配件,无锡威孚高科技集团股份有限公司,"Weifu High-Technology Group Co.,Ltd.",主板,SZSE,CNY,L,19980924,,S
160,000582.SZ,582,北部湾港,广西,港口,北部湾港股份有限公司,"Beibu Gulf Port Co., Ltd.",主板,SZSE,CNY,L,19951102,,S
163,000586.SZ,586,汇源通信,四川,通信设备,四川汇源光通信股份有限公司,"Sichuan Huiyuan Optical Communications Co.,Ltd.",主板,SZSE,CNY,L,19951220,,N
165,000589.SZ,589,贵州轮胎,贵州,汽车配件,贵州轮胎股份有限公司,"Guizhou Tyre Co.,Ltd.",主板,SZSE,CNY,L,19960308,,N
166,000590.SZ,590,启迪药业,湖南,中成药,启迪药业集团股份公司,"Tus-Pharmaceutical Group Co., Ltd.",主板,SZSE,CNY,L,19960119,,N
167,000591.SZ,591,太阳能,重庆,新型电力,中节能太阳能股份有限公司,"CECEP Solar Energy Co.,Ltd.",主板,SZSE,CNY,L,19960208,,S
171,000596.SZ,596,古井贡酒,安徽,白酒,安徽古井贡酒股份有限公司,Anhui Gujing Distillery Company Limited,主板,SZSE,CNY,L,19960927,,S
173,000598.SZ,598,兴蓉环境,四川,水务,成都市兴蓉环境股份有限公司,"Chengdu Xingrong Environment Co., Ltd.",主板,SZSE,CNY,L,19960529,,S
179,000606.SZ,606,ST顺利,青海,互联网,顺利办信息服务股份有限公司,"Shunliban Information Service Co., Ltd",主板,SZSE,CNY,L,19961004,,N
185,000612.SZ,612,焦作万方,河南,铝,焦作万方铝业股份有限公司,"Jiaozuo Wanfang Aluminum Manufacturing Co.,Ltd.",主板,SZSE,CNY,L,19960926,,S
186,000613.SZ,613,*ST东海A,海南,旅游服务,海南大东海旅游中心股份有限公司,"Hainan Dadonghai Tourism Centre (Holdings) Co.,Ltd",主板,SZSE,CNY,L,19970128,,N
195,000626.SZ,626,远大控股,江苏,商贸代理,远大产业控股股份有限公司,"Grand Industrial Holding Co., Ltd",主板,SZSE,CNY,L,19961128,,N
197,000628.SZ,628,高新发展,四川,园区开发,成都高新发展股份有限公司,"Chengdu Hi-Tech Development Co., Ltd.",主板,SZSE,CNY,L,19961118,,N
203,000635.SZ,635,英力特,宁夏,化工原料,宁夏英力特化工股份有限公司,"Ningxia Younglight Chemicals Co.,Ltd",主板,SZSE,CNY,L,19961120,,N
204,000636.SZ,636,风华高科,广东,元器件,广东风华高新科技股份有限公司,"Guangdong Fenghua Advanced Technology(Holding) Co.,Ltd",主板,SZSE,CNY,L,19961129,,N
206,000638.SZ,638,*ST万方,吉林,软件服务,万方城镇投资发展股份有限公司,"Vanfund Urban Investment&Development Co.,Ltd.",主板,SZSE,CNY,L,19961126,,N
207,000639.SZ,639,西王食品,山东,食品,西王食品股份有限公司,"Xiwang Foodstuffs Co., Ltd.",主板,SZSE,CNY,L,19961126,,S
208,000650.SZ,650,仁和药业,江西,中成药,仁和药业股份有限公司,"Renhe Pharmacy Co.,Ltd",主板,SZSE,CNY,L,19961210,,S
209,000651.SZ,651,格力电器,广东,家用电器,珠海格力电器股份有限公司,"Gree Electric Appliances,Inc. of Zhuhai",主板,SZSE,CNY,L,19961118,,S
211,000655.SZ,655,金岭矿业,山东,普钢,山东金岭矿业股份有限公司,"Shandong Jinling Mining Co., Ltd.",主板,SZSE,CNY,L,19961128,,N
215,000661.SZ,661,长春高新,吉林,生物制药,长春高新技术产业(集团)股份有限公司,"Changchun High-tech Industry (Group) Co., Ltd.",主板,SZSE,CNY,L,19961218,,S
216,000663.SZ,663,永安林业,福建,林业,福建省永安林业(集团)股份有限公司,"Fujian Yongan Forestry(Group) Joint-Stock Co.,Ltd.",主板,SZSE,CNY,L,19961206,,N
218,000666.SZ,666,经纬纺机,北京,多元金融,经纬纺织机械股份有限公司,Jingwei Textile Machinery Company Limited,主板,SZSE,CNY,L,19961210,,N
223,000672.SZ,672,上峰水泥,甘肃,水泥,甘肃上峰水泥股份有限公司,"Gansu Shangfeng Cement Co., Ltd",主板,SZSE,CNY,L,19961218,,S
224,000673.SZ,673,*ST当代,山西,影视音像,当代东方投资股份有限公司,"Lead Eastern Investment Co., Ltd",主板,SZSE,CNY,L,19970124,,N
