stock,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
603997.SH,2,1,3,6,16,10,21,17,21,36,9,23,19,17,14,8,16,5,2,2,10
603998.SH,1,2,3,0,4,9,9,14,28,38,26,45,16,17,9,10,5,4,1,0,8
603999.SH,0,0,0,0,4,6,5,13,35,42,22,55,28,14,10,2,3,0,0,0,2
605001.SH,2,2,0,2,1,4,10,15,22,39,29,52,29,8,6,1,2,0,1,0,7
605003.SH,1,0,1,0,0,4,10,19,28,47,35,53,20,12,5,4,1,2,0,0,2
605005.SH,0,1,0,0,2,4,12,15,29,48,33,44,31,10,6,2,1,2,1,0,2
605006.SH,0,0,1,0,1,3,3,16,28,45,52,49,22,9,4,4,2,0,0,0,0
605007.SH,0,1,1,4,2,5,8,22,31,45,23,35,26,15,11,5,0,2,2,0,4
605008.SH,1,0,1,0,2,2,15,10,31,42,28,44,21,14,8,7,4,0,3,0,0
605009.SH,1,0,1,2,1,2,4,19,27,51,41,53,22,15,2,3,4,1,0,0,2
605011.SH,1,0,0,0,5,8,13,20,25,48,13,52,26,11,9,1,2,1,1,0,6
605016.SH,1,1,0,2,2,8,16,20,30,30,27,39,26,15,14,4,2,4,1,2,4
605018.SH,3,1,0,1,4,3,9,19,25,48,40,39,29,13,8,6,1,1,0,1,2
605020.SH,0,0,2,3,2,9,11,18,34,39,21,34,18,15,19,7,4,4,4,1,5
605028.SH,0,1,1,2,5,4,7,11,24,33,37,60,23,8,4,3,4,0,0,0,3
605033.SH,2,2,2,0,5,4,9,21,25,42,33,50,22,16,9,5,3,2,0,0,4
605050.SH,3,1,0,2,5,5,11,23,26,35,23,39,25,14,11,5,2,3,1,0,8
605055.SH,3,0,0,0,3,3,9,13,20,40,24,59,21,7,3,2,3,0,0,0,4
605056.SH,0,0,2,3,2,6,17,14,21,41,22,62,27,6,5,4,5,0,0,0,5
605058.SH,0,0,1,1,1,3,5,15,30,42,45,51,32,12,1,3,1,0,0,0,1
605060.SH,0,0,0,4,2,1,8,17,32,46,26,33,21,17,13,2,4,2,1,1,5
605066.SH,0,0,3,0,2,1,7,12,27,48,30,55,25,7,7,1,1,0,0,0,1
605068.SH,2,0,1,3,1,15,15,28,26,34,19,34,14,19,16,11,5,3,2,0,6
605069.SH,3,1,1,3,1,2,8,9,24,57,26,60,17,12,4,1,0,1,0,0,6
605077.SH,0,0,0,2,0,1,5,15,28,53,33,46,24,8,8,2,2,1,2,1,0
605080.SH,1,0,0,0,0,6,19,17,35,48,16,43,21,19,11,6,1,1,0,1,2
605081.SH,0,0,1,0,0,4,2,11,26,50,44,63,22,5,4,0,0,0,0,0,0
605086.SH,1,0,2,2,1,3,9,15,18,51,48,40,32,14,4,3,2,0,0,0,4
605088.SH,0,0,1,3,2,3,12,15,30,38,25,43,37,14,8,6,0,2,1,0,4
605089.SH,3,1,2,1,2,7,8,21,31,40,26,45,26,14,8,6,5,1,0,1,5
605090.SH,2,0,2,2,6,5,8,11,24,39,35,47,22,18,10,1,2,2,3,0,3
605098.SH,0,0,0,0,6,5,15,15,29,55,15,30,29,15,13,4,6,1,0,0,3
605099.SH,0,0,0,1,2,3,9,15,38,58,23,47,34,10,4,3,3,1,1,1,0
605100.SH,1,0,0,1,3,4,4,18,25,39,44,45,25,15,4,3,0,0,0,0,3
605108.SH,3,0,1,5,4,11,11,19,33,36,11,35,23,15,13,5,6,6,5,0,12
605111.SH,0,1,1,3,1,14,23,16,32,46,13,34,21,10,11,9,6,6,2,0,4
605116.SH,3,1,3,2,3,1,7,18,35,37,28,45,20,14,10,8,2,2,0,0,9
605117.SH,5,0,2,3,6,5,18,28,26,33,18,20,18,18,18,10,7,8,3,5,5
605118.SH,1,0,0,1,1,9,13,21,18,39,29,51,30,21,3,3,2,1,0,0,4
605122.SH,1,0,1,3,3,5,6,11,22,44,38,50,20,13,2,4,1,1,0,0,2
605123.SH,1,1,1,1,5,5,15,21,39,39,20,36,18,13,9,6,7,6,3,1,5
605128.SH,1,0,1,4,6,9,17,22,29,46,17,28,17,14,10,10,5,3,3,1,13
605133.SH,2,1,2,3,8,14,14,30,25,33,17,28,21,8,14,5,4,4,3,3,18
605136.SH,4,1,1,1,1,6,6,20,39,39,16,39,26,12,7,4,3,1,1,0,5
605138.SH,2,1,1,0,2,6,10,16,27,49,28,42,23,18,5,4,3,1,0,0,6
605151.SH,4,0,0,1,2,7,10,18,28,38,18,46,27,20,7,3,3,1,1,0,5
605155.SH,0,0,0,2,3,2,7,13,25,45,33,50,33,10,6,3,0,0,0,0,2
605158.SH,1,1,0,0,3,2,8,8,24,46,24,60,21,14,5,1,1,0,0,0,2
605162.SH,0,2,1,0,1,7,9,9,28,49,46,47,23,16,4,2,0,2,0,0,3
605166.SH,0,0,0,0,2,3,11,13,37,46,32,29,25,13,9,6,3,0,0,0,2
605167.SH,0,2,1,0,1,8,11,8,27,38,38,47,25,16,6,3,3,0,0,0,3
605168.SH,1,1,1,5,4,5,17,26,25,39,18,41,21,14,11,7,7,1,3,0,8
605169.SH,0,1,2,2,2,3,7,16,21,44,42,50,23,15,7,3,0,0,1,0,3
605177.SH,0,2,0,3,1,6,8,17,23,38,22,57,20,14,7,3,3,1,0,0,3
605178.SH,0,1,0,1,2,7,7,9,29,57,28,43,19,14,4,0,0,0,0,0,4
605179.SH,0,1,0,0,3,4,4,16,29,52,27,61,20,10,3,1,3,1,0,0,4
605180.SH,1,0,1,3,3,2,9,15,26,50,27,46,31,15,3,3,0,0,0,0,4
605183.SH,0,0,0,2,0,8,6,17,23,43,36,56,22,15,13,3,2,2,0,0,0
605186.SH,1,0,1,1,3,11,17,20,40,39,16,22,16,15,14,6,9,4,1,1,5
605188.SH,2,3,0,1,3,7,8,15,28,37,29,50,35,16,5,7,1,1,0,0,6
605189.SH,2,0,1,1,3,2,3,11,22,45,35,56,19,12,7,1,1,0,1,0,1
605196.SH,4,1,0,1,2,5,12,19,30,41,16,45,36,13,8,2,4,0,0,0,5
605198.SH,1,1,2,1,3,5,8,14,21,47,26,47,36,15,11,4,1,1,0,0,3
605199.SH,3,1,2,5,3,7,12,17,27,37,21,48,20,16,12,5,4,7,0,1,3
605208.SH,4,0,2,4,4,6,13,17,25,32,22,50,26,14,11,5,5,1,0,0,9
605218.SH,1,0,1,3,2,5,6,18,33,40,27,45,27,14,13,2,5,0,0,0,4
605222.SH,0,0,0,2,6,4,10,22,28,40,24,36,27,15,8,9,1,2,2,1,4
605228.SH,0,0,0,2,5,0,12,14,37,41,24,49,30,11,6,5,2,1,1,0,3
605255.SH,1,0,1,1,1,7,11,11,24,42,18,43,42,20,5,3,0,0,0,0,2
605258.SH,1,0,1,0,4,5,12,14,38,45,27,49,23,11,9,2,3,1,0,0,6
605259.SH,0,0,0,2,1,5,7,18,27,43,35,56,27,12,5,3,5,2,0,0,2
605266.SH,0,2,1,1,2,3,7,14,29,42,34,44,19,15,7,6,4,2,2,1,4
605268.SH,1,0,2,0,1,3,9,15,30,53,20,45,22,14,7,3,0,2,1,0,4
605277.SH,0,0,3,1,5,2,12,17,33,41,32,44,21,15,12,7,5,0,0,0,2
605286.SH,4,1,1,4,8,12,20,24,36,20,16,22,18,11,15,11,11,6,0,1,19
605287.SH,2,1,0,0,2,2,12,13,28,47,29,53,16,9,7,5,1,1,0,0,5
605288.SH,1,2,0,0,5,6,11,15,33,37,27,53,30,12,7,4,1,2,0,0,3
605289.SH,2,0,2,5,5,5,18,26,27,40,22,26,19,18,18,7,5,0,0,1,11
605296.SH,0,0,0,0,2,1,5,13,30,56,35,59,21,10,5,0,2,0,1,1,0
605298.SH,0,0,1,0,2,6,7,8,15,52,38,71,27,10,3,1,1,0,0,0,1
605299.SH,3,0,1,4,5,6,14,19,21,42,21,51,26,11,9,5,4,1,1,0,5
605300.SH,2,0,1,2,3,7,7,21,30,43,17,43,23,12,8,6,4,5,0,0,4
605303.SH,0,0,1,1,2,4,12,13,27,43,37,63,18,9,7,3,0,1,0,0,4
605305.SH,2,0,2,5,3,8,21,31,27,40,19,24,24,11,12,10,8,10,1,1,3
605318.SH,0,0,1,1,3,5,7,19,26,30,31,51,30,15,9,3,3,1,0,0,0
605319.SH,1,1,1,4,1,5,11,12,27,36,28,59,21,11,7,4,0,2,1,0,7
605333.SH,2,0,1,4,7,10,19,21,36,34,15,29,10,13,7,10,8,6,3,1,13
605336.SH,0,0,0,0,0,3,12,19,37,51,26,47,19,12,7,4,3,1,0,1,2
605337.SH,1,0,1,2,2,7,10,25,35,43,16,32,28,12,8,6,3,2,3,1,4
605338.SH,0,1,2,1,3,2,4,10,45,45,34,40,26,11,7,7,3,2,2,0,1
605339.SH,1,1,0,1,1,2,8,20,32,50,20,50,23,14,9,3,2,0,1,0,1
605358.SH,0,1,1,0,2,5,13,27,37,43,8,48,28,16,7,2,1,3,2,0,2
605365.SH,0,0,1,0,2,4,7,17,31,42,26,50,27,8,4,1,2,1,1,0,4
605366.SH,4,0,0,4,3,6,11,25,36,26,25,32,16,17,14,12,0,3,1,4,10
605368.SH,0,0,0,0,0,4,6,12,15,56,27,60,23,5,2,2,0,1,0,0,1
605369.SH,3,0,0,1,3,7,11,20,32,48,26,24,28,11,9,7,4,2,3,1,3
605376.SH,1,1,3,0,4,7,16,20,37,41,18,33,19,17,10,9,5,0,3,2,3
605377.SH,0,0,1,1,1,6,8,15,34,43,26,40,17,21,11,7,4,3,1,0,0
605378.SH,0,0,1,3,4,4,10,18,29,43,17,48,27,9,14,4,1,0,0,0,5
605388.SH,2,0,2,2,6,4,11,15,35,47,14,35,36,15,9,6,3,1,0,0,6
605389.SH,0,1,1,0,2,3,5,17,34,39,18,56,28,10,4,3,2,0,0,0,4
605398.SH,3,1,1,2,7,5,11,20,25,30,18,43,41,15,9,7,1,1,1,0,7
605399.SH,2,1,1,3,3,4,13,19,33,40,13,38,26,16,15,8,3,3,2,0,6
605488.SH,2,0,0,0,3,10,5,8,23,41,42,58,31,9,4,1,2,0,0,0,3
605499.SH,0,0,0,1,6,1,4,25,35,51,25,32,24,14,10,5,2,4,0,1,5
605500.SH,1,0,0,0,0,0,4,8,24,48,40,59,27,5,2,0,1,1,0,0,0
605507.SH,0,1,2,3,2,5,7,13,30,46,31,53,17,13,6,5,3,2,2,0,3
605555.SH,1,1,0,1,5,7,15,20,27,44,30,35,28,15,3,6,2,2,2,1,7
605566.SH,1,1,0,0,1,3,10,17,28,41,39,57,20,9,2,7,0,2,1,0,3
605567.SH,4,0,3,1,6,4,9,15,28,36,20,53,24,11,4,9,2,1,0,1,5
605577.SH,0,1,0,2,5,4,9,19,37,38,37,47,23,10,6,3,2,1,0,0,7
605580.SH,0,1,1,1,2,5,6,12,29,35,43,64,26,9,7,3,0,1,0,0,3
605588.SH,0,2,0,1,4,6,9,11,31,40,36,56,29,12,6,3,1,1,0,0,4
605589.SH,3,0,0,3,2,5,11,25,31,35,23,48,20,13,8,6,5,2,0,0,3
605598.SH,0,1,4,4,5,9,8,23,27,36,11,38,23,12,12,3,2,3,0,0,20
605599.SH,0,0,2,0,1,5,1,12,25,49,54,49,24,3,4,0,1,2,0,0,2
688001.SH,0,1,1,0,3,8,14,21,21,51,29,43,26,6,10,6,4,1,1,0,0
688002.SH,1,0,0,0,4,8,16,28,37,35,23,36,24,13,13,4,4,2,0,0,1
688003.SH,2,1,0,4,5,10,11,18,29,40,17,35,16,23,17,7,3,2,2,1,2
688004.SH,1,1,1,1,2,4,9,17,41,32,29,51,28,11,7,7,5,1,0,1,0
688005.SH,0,0,1,3,9,4,18,27,29,39,17,28,24,16,12,6,6,5,2,4,1
688006.SH,0,1,1,0,4,12,15,23,36,46,23,23,21,10,12,7,7,3,4,1,0
688007.SH,1,0,0,2,5,8,16,21,41,35,17,31,27,18,7,4,3,5,4,0,0
688008.SH,0,1,0,2,2,8,15,22,31,44,25,30,31,13,9,4,4,7,1,2,0
688009.SH,0,0,0,0,0,1,1,4,16,51,66,52,19,4,3,1,0,0,0,0,0
688010.SH,1,0,0,1,2,2,7,16,34,37,36,54,29,13,3,3,3,0,1,0,0
688011.SH,0,0,1,2,3,5,6,21,39,39,28,41,19,15,16,2,2,0,0,0,1
688012.SH,0,0,0,1,2,8,8,16,40,43,26,40,30,13,9,6,3,2,1,0,1
688013.SH,0,1,0,1,2,3,6,19,29,45,23,61,31,12,3,4,2,2,0,0,1
688015.SH,0,0,1,0,1,6,12,15,29,54,25,36,21,17,10,4,1,2,1,0,0
688016.SH,0,0,0,3,5,7,16,25,33,46,24,28,20,14,12,5,3,5,3,2,1
688017.SH,1,1,2,4,8,9,16,26,29,36,12,21,25,15,13,9,6,8,1,1,1
688018.SH,0,1,0,6,3,6,13,24,40,36,25,28,11,22,19,2,6,4,1,2,0
688019.SH,0,0,0,3,3,5,17,24,29,36,19,27,30,22,9,6,6,3,3,1,1
688020.SH,0,1,1,1,2,9,20,30,34,41,23,21,13,14,9,4,5,4,2,3,1
688021.SH,1,0,0,2,4,12,15,23,39,38,22,27,20,16,19,4,7,3,3,1,0
688022.SH,1,0,1,5,2,12,10,23,32,32,16,38,15,18,14,12,5,3,1,4,0
688023.SH,1,1,1,3,6,7,15,27,28,36,20,39,18,8,14,6,6,5,3,1,2
688025.SH,1,4,2,3,6,14,15,22,33,29,13,22,25,15,15,12,8,5,1,4,0
688026.SH,0,2,0,1,5,11,19,17,30,47,14,34,20,13,16,5,6,0,3,1,0
688027.SH,0,1,0,0,5,5,16,20,33,39,19,37,21,14,10,6,0,1,3,2,0
688028.SH,0,0,2,4,3,9,12,19,43,33,22,33,23,18,13,9,4,2,3,2,1
688029.SH,0,1,1,1,4,9,20,27,44,41,16,20,20,16,13,8,4,4,3,4,1
688030.SH,0,1,0,0,3,7,5,25,30,43,26,45,23,12,11,6,4,2,1,0,1
688031.SH,1,2,1,2,1,3,12,4,5,7,3,7,5,6,6,2,2,4,0,1,0
688032.SH,2,3,1,3,6,7,19,26,26,20,18,30,18,24,8,11,8,8,2,4,4
688033.SH,1,1,5,3,11,11,18,21,38,32,10,31,14,12,15,11,7,10,1,3,3
688035.SH,0,1,0,0,2,4,7,5,15,10,6,13,4,8,4,6,1,1,1,0,2
688036.SH,0,0,1,3,1,4,18,31,47,37,14,24,19,19,12,6,3,5,4,2,0
688037.SH,1,1,2,1,5,15,17,26,26,35,20,19,22,8,17,8,9,10,4,4,1
688038.SH,1,0,0,3,3,2,9,22,28,44,25,49,33,12,5,5,4,2,1,0,0
688039.SH,0,1,2,1,5,13,17,28,26,32,21,31,25,15,15,4,2,3,5,2,0
688041.SH,0,1,1,1,5,6,4,9,13,11,12,17,6,8,6,6,3,2,1,1,0
688045.SH,0,1,2,3,6,7,6,14,18,21,12,21,10,13,5,10,4,0,3,2,2
688046.SH,1,1,1,0,4,10,10,18,15,27,17,21,10,12,11,7,2,3,4,1,0
688047.SH,0,1,1,0,3,5,11,12,13,23,13,23,12,6,8,7,4,1,1,1,0
688048.SH,0,3,3,2,10,6,11,15,15,28,8,29,15,13,5,11,4,6,4,5,6
688049.SH,0,1,1,2,3,8,13,17,39,38,17,37,29,10,12,5,4,4,2,0,0
688050.SH,0,1,0,1,3,2,11,30,43,45,17,24,22,20,17,5,3,4,4,2,1
688051.SH,0,1,0,3,4,8,12,29,25,42,26,28,26,14,12,7,5,3,1,1,0
688052.SH,0,2,1,4,2,9,12,13,30,23,13,19,21,10,10,5,6,6,1,2,1
688053.SH,0,0,0,2,0,5,10,14,24,15,8,19,5,11,10,6,2,3,0,4,1
688055.SH,0,0,0,1,2,3,8,12,28,54,54,46,25,12,1,1,2,0,0,0,0
688056.SH,0,0,3,2,9,5,14,29,27,37,20,30,26,17,11,8,6,1,2,1,0
688057.SH,0,0,0,0,3,3,3,10,23,54,46,49,28,7,2,1,0,0,0,0,0
688058.SH,1,2,1,3,5,8,7,26,35,34,17,33,21,18,6,5,5,4,3,1,2
688059.SH,0,0,0,1,3,13,12,28,27,29,18,38,22,19,18,13,1,2,1,0,0
688060.SH,1,0,1,1,4,5,11,27,36,45,21,40,21,13,12,4,3,4,1,4,0
688061.SH,0,0,0,0,0,5,6,2,14,12,6,9,10,6,4,0,2,1,1,0,0
688062.SH,0,0,2,1,2,6,7,20,27,40,22,37,26,17,4,6,0,3,0,0,0
688063.SH,2,1,1,3,8,10,15,26,30,26,12,23,20,15,22,9,10,7,1,5,0
688065.SH,0,0,0,1,3,8,16,18,46,42,20,29,20,11,10,6,3,2,2,3,2
688066.SH,0,0,1,0,2,4,7,23,35,43,31,20,26,12,14,7,4,4,3,1,0
688067.SH,0,0,1,1,3,5,6,15,30,35,29,55,28,12,5,2,2,2,0,0,0
688068.SH,2,4,4,4,3,3,14,25,28,36,18,29,18,17,7,6,6,3,2,2,1
688069.SH,0,0,0,0,2,3,5,9,28,69,43,42,25,9,5,3,1,0,1,0,1
688070.SH,0,1,0,2,5,6,16,19,36,37,23,30,27,13,12,6,7,0,3,1,0
688071.SH,2,2,1,4,10,11,8,25,26,44,16,33,19,15,12,6,6,1,4,0,2
688072.SH,0,1,2,4,3,5,15,16,14,25,6,18,25,18,16,3,6,4,4,1,2
688073.SH,0,0,0,0,0,0,5,4,13,8,6,10,11,2,6,3,3,1,1,2,1
688075.SH,4,2,5,6,8,9,13,17,25,29,20,28,23,8,10,4,4,2,5,1,5
688076.SH,0,1,1,5,7,4,9,23,35,40,21,27,15,19,12,9,4,2,1,1,1
688077.SH,1,0,3,5,5,9,15,23,31,32,23,31,22,17,17,6,3,4,3,1,2
688078.SH,0,0,4,1,8,16,14,21,32,38,24,17,30,12,9,9,8,4,1,1,0
688079.SH,0,0,2,1,2,2,12,20,36,44,23,40,22,17,8,9,2,0,2,0,0
688080.SH,1,1,2,2,4,6,19,28,26,42,13,30,30,18,11,6,4,0,2,2,1
688081.SH,0,0,0,1,1,3,14,19,35,43,28,38,28,23,7,6,3,0,3,0,1
688082.SH,0,1,2,4,3,8,13,36,26,32,12,25,30,19,15,10,5,2,2,1,2
688083.SH,0,0,1,1,2,12,14,35,35,37,19,33,13,19,10,4,2,6,2,3,2
688084.SH,0,0,2,0,1,1,2,6,2,7,3,3,8,3,2,1,3,0,1,0,0
688085.SH,1,0,0,0,7,0,14,23,39,32,26,41,28,17,13,2,5,3,0,1,0
688086.SH,0,2,4,5,5,6,13,24,41,29,16,36,12,15,8,7,5,2,1,2,3
688087.SH,0,1,1,1,2,8,10,26,35,45,26,34,21,13,8,6,6,3,1,0,0
688088.SH,0,2,1,0,5,9,15,18,32,40,24,34,31,15,6,4,4,2,2,1,1
688089.SH,0,1,0,1,7,6,20,31,31,27,16,33,23,21,9,8,8,3,2,1,2
688090.SH,0,2,0,2,2,8,13,18,28,36,33,43,29,12,11,6,2,1,4,1,0
688091.SH,1,1,2,3,7,5,21,20,22,30,21,39,27,16,6,6,7,7,3,2,0
688092.SH,0,0,2,1,5,2,8,17,31,38,31,43,31,16,9,5,2,0,0,0,0
688093.SH,1,0,0,1,4,12,12,20,25,37,27,41,27,16,15,3,3,3,2,0,0
688095.SH,0,0,1,1,2,6,11,28,26,40,30,39,26,18,4,3,5,2,1,0,0
688096.SH,1,0,0,0,2,1,7,11,27,38,16,76,23,12,0,1,0,1,0,0,0
688097.SH,0,0,0,3,3,9,7,29,27,46,25,30,26,12,10,6,5,1,1,1,0
688098.SH,0,0,0,0,0,6,5,15,21,56,26,59,26,8,4,1,1,0,0,0,0
688099.SH,1,0,0,1,4,6,18,26,40,36,18,34,23,18,12,10,3,2,2,0,0
688100.SH,0,0,0,2,1,9,21,22,28,42,16,31,32,10,12,5,4,4,6,0,0
688101.SH,1,0,1,1,1,4,11,16,27,43,24,56,28,16,3,4,1,0,1,1,0
688102.SH,2,1,4,4,4,6,10,15,21,34,8,32,22,14,10,6,6,4,1,1,0
688103.SH,0,3,0,4,3,13,19,22,36,37,19,24,21,16,8,10,3,2,6,3,4
688105.SH,2,1,2,9,5,12,13,28,38,24,16,20,27,13,18,7,6,1,3,0,1
688106.SH,0,0,0,4,2,8,14,22,29,36,33,37,21,23,11,4,5,1,1,1,0
688107.SH,0,4,2,5,8,14,16,19,26,32,19,23,25,17,16,5,6,4,3,1,3
688108.SH,0,1,0,3,2,3,9,21,28,41,20,40,26,16,9,4,1,1,0,2,0
688109.SH,0,0,0,2,3,6,11,21,24,41,28,46,30,13,7,7,1,2,0,0,2
688110.SH,0,0,2,2,2,4,15,19,34,44,17,40,23,21,6,6,2,1,1,0,1
688111.SH,0,0,1,7,1,6,15,26,30,44,17,27,18,26,14,7,3,5,1,1,1
688112.SH,2,0,0,0,4,14,19,25,26,31,18,29,28,14,13,7,5,3,3,2,1
688113.SH,0,1,1,1,5,6,6,21,31,50,21,33,28,14,14,3,3,1,2,0,0
688114.SH,1,1,2,0,0,5,4,13,4,16,10,4,12,8,4,3,2,1,1,1,1
688115.SH,0,0,2,3,1,5,10,18,28,28,26,37,24,9,5,2,2,2,0,1,3
688116.SH,0,2,2,3,4,7,15,24,42,38,18,30,19,14,14,6,4,4,4,1,1
688117.SH,1,0,2,3,4,6,8,13,28,33,28,47,21,12,10,6,2,1,1,0,0
688118.SH,0,1,1,0,1,6,15,22,31,40,25,41,24,12,13,3,5,3,1,3,0
688119.SH,0,1,0,0,1,4,3,7,23,32,29,32,7,6,3,4,0,0,0,0,0
688120.SH,0,0,1,1,4,3,8,14,17,25,15,17,18,8,7,7,6,4,1,0,1
688121.SH,0,1,1,1,8,10,13,26,24,40,30,34,17,9,13,9,2,5,2,1,0
688122.SH,0,0,0,2,1,7,8,24,40,37,26,35,24,15,8,9,3,2,4,0,1
688123.SH,1,1,1,1,7,18,15,26,31,24,9,30,22,14,16,6,7,4,3,3,1
688125.SH,0,1,1,1,7,6,2,21,25,26,18,25,16,14,11,2,2,4,4,1,0
688126.SH,0,0,1,0,1,3,14,16,27,54,27,41,21,20,4,2,4,1,1,1,0
688127.SH,1,1,3,3,2,6,14,30,30,34,18,33,26,11,14,8,8,3,3,1,0
688128.SH,0,0,1,0,5,8,15,23,35,32,26,32,29,12,7,15,4,3,1,1,0
688129.SH,1,0,0,0,1,2,5,15,31,37,56,45,36,10,2,1,0,1,0,0,0
688130.SH,0,0,1,1,1,4,10,15,15,17,11,24,6,10,2,6,1,0,1,1,0
688131.SH,1,0,2,3,8,8,16,25,27,35,20,18,23,15,11,10,10,5,3,3,0
688132.SH,2,0,0,2,0,1,6,6,11,13,9,9,8,6,4,3,2,1,2,0,1
688133.SH,1,0,1,2,3,6,13,34,38,46,23,22,16,18,11,10,0,9,2,3,0
688135.SH,1,0,1,6,0,5,15,22,27,41,20,43,20,24,11,6,2,2,0,1,1
688136.SH,0,2,2,4,4,5,11,18,31,40,24,38,19,21,6,0,7,1,2,0,1
688137.SH,1,0,0,1,2,0,5,11,13,14,4,6,6,3,5,5,2,0,0,2,1
688138.SH,0,1,0,2,2,8,14,22,35,35,24,40,31,11,9,6,3,4,3,2,0
688139.SH,1,0,1,1,1,7,7,20,28,62,30,35,27,7,9,7,5,4,1,0,1
688141.SH,0,0,0,0,0,1,3,2,7,7,2,4,0,1,2,1,2,2,0,0,0
688143.SH,0,0,0,1,1,1,2,4,6,4,3,6,2,5,6,0,0,0,0,0,1
688147.SH,0,0,0,0,2,2,2,1,3,6,2,4,2,2,1,2,1,0,0,1,0
688148.SH,0,1,2,7,8,17,13,27,28,28,12,33,22,20,9,9,10,4,2,0,1
688150.SH,0,0,0,4,10,6,12,12,15,26,18,35,16,24,7,3,0,5,1,3,0
688151.SH,1,0,1,0,3,4,4,13,27,54,39,48,28,11,2,0,3,1,0,0,0
688152.SH,0,0,1,0,3,3,4,7,8,9,6,1,4,6,3,4,2,0,2,0,0
688153.SH,1,0,0,2,4,9,6,24,19,29,16,23,16,14,5,8,6,2,0,1,2
688155.SH,2,0,2,6,2,9,17,29,24,34,25,36,21,14,13,11,4,1,0,2,1
688156.SH,1,1,0,1,5,3,9,16,27,45,25,37,26,11,15,5,6,6,1,1,0
688157.SH,0,1,0,1,3,7,14,34,30,39,17,27,10,21,13,10,1,8,2,3,0
688158.SH,1,0,0,2,4,14,13,17,36,40,28,23,27,15,6,8,4,3,2,0,2
688159.SH,1,2,1,0,2,12,14,23,29,40,19,43,28,13,11,4,3,1,3,0,1
688160.SH,0,1,1,6,4,7,12,24,22,39,24,43,21,15,8,10,3,4,2,2,1
688161.SH,0,0,0,2,4,5,15,22,38,32,23,39,23,16,5,8,7,8,1,1,2
688162.SH,1,2,0,6,6,11,19,19,34,32,13,35,27,15,16,5,2,3,3,3,1
688163.SH,2,1,2,2,2,7,5,13,24,34,32,39,18,12,5,3,3,1,1,1,1
688165.SH,1,0,0,0,5,3,9,19,33,39,27,51,24,11,6,6,1,1,3,0,1
688166.SH,0,1,1,2,5,5,16,17,34,44,31,31,19,18,13,7,4,1,1,0,0
688167.SH,0,1,5,3,5,13,12,24,38,27,12,26,26,16,15,11,8,8,3,2,0
688168.SH,0,0,1,3,2,6,14,18,23,34,19,55,35,11,4,5,4,1,0,0,0
688169.SH,1,0,0,2,8,8,18,24,34,39,18,27,22,13,13,6,4,6,1,0,0
688170.SH,1,1,1,6,5,5,10,16,26,15,12,20,18,9,10,5,4,4,3,3,2
688171.SH,2,0,0,3,0,10,5,21,26,46,20,32,33,11,4,7,5,0,1,1,1
688172.SH,0,0,1,0,0,1,0,4,7,6,3,6,3,1,2,2,1,1,0,0,0
688173.SH,0,1,3,2,5,11,12,23,25,28,18,34,20,17,6,8,5,2,4,3,1
688175.SH,1,0,1,1,2,4,11,12,23,32,27,39,19,12,6,3,3,0,0,0,3
688176.SH,0,0,2,0,1,1,7,18,23,49,36,46,21,8,3,1,0,4,1,0,0
688177.SH,0,0,0,1,1,5,9,24,32,39,29,44,32,14,6,0,1,1,1,1,2
688178.SH,0,0,0,0,2,1,7,10,28,38,38,61,27,8,1,1,1,0,0,0,0
688179.SH,1,2,2,3,2,9,10,23,33,49,20,33,29,12,4,10,3,3,3,4,1
688180.SH,4,1,0,6,4,10,9,36,22,35,16,32,13,17,10,8,7,3,8,3,2
688181.SH,1,0,0,1,2,3,6,17,34,43,26,45,34,17,4,4,0,0,1,1,0
688182.SH,0,0,2,5,4,7,14,17,39,41,31,32,24,6,14,9,3,2,2,1,2
688183.SH,0,0,1,0,2,1,3,18,35,50,34,47,29,12,6,4,1,1,0,0,0
688184.SH,0,0,0,0,1,0,2,5,12,21,11,20,10,6,1,1,0,0,0,0,0
688185.SH,1,4,1,4,8,14,13,16,37,29,21,30,22,9,10,6,5,3,1,2,2
688186.SH,0,4,0,2,8,8,18,30,29,29,23,27,25,20,9,9,4,8,1,4,1
688187.SH,1,2,3,4,4,16,13,21,31,38,13,29,27,13,11,7,3,5,7,2,1
688188.SH,0,0,2,0,4,7,10,23,35,33,21,39,28,20,10,8,1,2,1,2,0
688189.SH,2,1,2,2,4,9,14,34,35,32,11,33,24,13,7,8,5,2,2,1,2
688190.SH,0,0,1,4,6,12,12,23,32,35,14,37,28,15,12,8,5,2,3,2,0
688191.SH,0,0,1,2,6,5,12,14,39,40,24,33,19,19,17,9,2,1,2,0,1
688192.SH,1,0,0,0,4,3,10,10,25,55,30,41,14,14,10,5,6,0,1,2,2
688193.SH,0,0,0,0,2,5,2,11,25,35,26,35,15,7,6,4,2,1,0,0,0
688195.SH,0,1,1,6,8,8,15,28,28,36,21,32,18,15,9,7,12,4,2,3,0
688196.SH,0,1,1,2,5,8,14,21,30,23,27,37,30,20,9,5,4,6,0,0,1
688197.SH,0,0,1,2,2,6,9,12,22,41,21,19,12,14,9,6,4,3,3,1,1
688198.SH,0,0,0,2,2,8,16,22,33,40,21,30,30,14,6,9,2,4,2,0,0
