stock,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10
002324.SZ,1,2,1,0,2,8,13,24,27,39,22,31,27,14,14,8,3,2,3,2,5
002325.SZ,3,0,0,2,6,3,7,16,25,55,35,44,24,15,8,5,1,1,0,1,4
002326.SZ,3,2,1,2,6,12,12,21,31,44,13,28,27,16,10,4,7,1,0,2,6
002327.SZ,1,0,0,0,0,3,2,5,20,73,42,58,18,10,3,1,0,0,1,0,1
002328.SZ,0,0,0,2,4,9,9,13,25,45,29,43,37,19,5,3,2,2,0,0,5
002329.SZ,8,3,1,4,0,5,6,23,32,31,15,33,25,21,18,10,3,2,3,0,11
002330.SZ,7,0,1,1,3,7,12,17,31,40,19,34,25,14,11,6,5,2,0,0,11
002331.SZ,4,0,0,2,3,5,10,19,28,47,23,39,29,14,9,5,1,0,1,0,8
002332.SZ,1,0,1,2,1,0,9,11,34,60,33,44,19,20,8,0,3,3,1,0,1
002333.SZ,4,3,1,0,2,2,6,13,44,46,15,42,30,15,9,1,1,2,0,0,12
002334.SZ,4,1,0,0,7,5,17,19,28,37,19,37,27,14,13,6,5,4,3,0,9
002335.SZ,3,1,2,5,6,5,17,27,19,44,20,24,24,14,9,11,9,4,6,3,6
002336.SZ,10,1,4,3,5,6,12,17,38,25,13,30,15,16,12,8,4,1,2,0,31
002337.SZ,3,3,4,1,2,11,8,17,22,38,10,46,29,9,9,4,3,0,0,0,17
002338.SZ,1,1,1,2,5,5,15,20,27,31,22,44,33,8,14,10,3,2,1,0,4
002339.SZ,2,3,1,3,4,9,16,19,20,42,10,45,27,14,7,4,3,1,1,0,15
002340.SZ,1,0,0,2,0,5,7,12,28,50,30,43,21,16,5,3,2,1,2,0,0
002341.SZ,0,1,1,0,7,4,8,21,31,51,26,33,30,15,8,1,0,1,0,0,10
002342.SZ,0,0,2,2,3,10,10,16,28,34,28,53,33,17,5,2,2,0,0,0,8
002343.SZ,2,0,1,3,3,7,12,17,33,38,16,47,22,19,11,3,3,1,1,0,8
002344.SZ,0,0,0,2,2,4,3,18,27,46,43,48,35,11,4,3,2,0,0,0,1
002345.SZ,1,0,0,1,0,7,8,17,31,43,38,38,27,13,10,4,2,3,0,1,3
002346.SZ,1,1,0,3,2,10,9,23,24,42,22,43,27,13,11,1,1,1,0,0,8
002347.SZ,1,1,2,1,3,7,13,22,26,30,20,45,31,21,4,4,0,0,0,0,11
002348.SZ,5,2,3,1,5,6,9,28,29,22,31,29,24,15,10,12,4,4,2,0,16
002349.SZ,10,5,2,8,7,9,11,22,29,29,15,26,15,9,11,11,8,4,1,1,27
002350.SZ,4,0,2,4,2,8,14,22,27,43,15,44,29,14,9,8,4,5,0,0,8
002351.SZ,1,0,1,0,3,2,9,18,29,55,19,50,23,9,6,4,3,1,0,0,5
002352.SZ,0,0,0,2,0,3,9,19,35,52,28,43,18,15,11,4,2,3,2,0,0
002353.SZ,2,0,2,3,1,5,4,15,41,44,25,46,23,17,12,4,4,0,1,1,0
002354.SZ,2,1,0,3,5,5,14,15,44,39,12,31,21,19,7,8,4,1,1,0,13
002355.SZ,4,1,2,6,4,8,9,15,28,45,23,37,27,16,6,4,2,2,0,0,13
002356.SZ,0,0,0,0,0,9,12,9,31,62,27,44,16,14,10,16,1,1,0,0,1
002357.SZ,2,1,2,2,4,6,9,18,20,36,36,45,39,15,7,6,1,1,0,0,6
002358.SZ,0,0,0,0,0,13,13,18,17,44,31,44,34,14,8,21,0,0,0,0,0
002360.SZ,1,0,0,0,3,4,6,17,27,45,18,63,23,8,11,0,3,1,0,0,2
002361.SZ,2,0,1,1,2,6,1,20,30,43,21,55,31,10,5,2,3,0,0,0,4
002362.SZ,2,1,2,1,6,5,12,20,29,42,20,39,22,19,9,5,2,0,0,1,20
002363.SZ,5,1,3,0,4,7,10,17,30,43,22,30,26,21,8,8,5,3,0,0,12
002364.SZ,0,3,2,1,2,6,10,15,21,42,31,57,30,8,4,5,3,1,0,0,4
002365.SZ,0,1,0,1,3,4,12,11,33,40,30,53,37,14,5,1,1,0,0,0,6
002366.SZ,4,0,0,2,4,23,10,12,22,33,21,29,17,16,9,26,2,2,1,0,5
002367.SZ,0,1,1,0,0,2,6,15,25,52,20,52,25,10,4,2,0,1,0,0,4
002368.SZ,1,1,0,8,3,3,12,15,28,35,28,46,23,7,11,4,2,5,3,2,7
002369.SZ,4,0,1,5,2,5,14,20,29,35,34,35,32,13,4,1,1,2,1,0,13
002370.SZ,9,1,2,2,6,7,11,14,26,35,27,31,28,18,9,4,3,0,1,0,20
002371.SZ,3,1,1,0,8,9,16,22,34,25,23,34,30,14,9,5,5,5,3,2,3
002372.SZ,0,0,0,1,2,5,14,17,44,38,21,52,18,16,10,10,5,1,1,1,0
002373.SZ,0,1,1,0,1,7,6,11,42,45,26,49,27,10,7,6,2,1,0,0,1
002374.SZ,7,1,5,5,5,12,20,13,25,29,13,33,26,21,8,3,1,1,1,1,16
002375.SZ,0,0,1,2,2,7,7,20,25,51,40,40,25,8,11,2,2,0,1,0,3
002376.SZ,0,1,1,0,1,1,6,22,31,49,16,56,23,9,7,4,0,1,0,0,3
002377.SZ,5,3,2,1,1,6,7,20,28,37,24,37,24,12,7,7,5,5,1,0,5
002378.SZ,1,1,0,3,2,2,13,13,20,47,29,34,40,18,5,2,1,4,0,0,2
002379.SZ,4,0,0,2,2,6,6,11,28,45,37,46,23,16,7,4,3,1,1,0,8
002380.SZ,6,1,3,3,6,7,10,19,25,39,22,41,22,17,7,8,1,1,1,0,19
002381.SZ,0,1,0,0,3,5,3,9,18,50,32,50,26,11,1,1,0,0,0,0,2
002382.SZ,0,1,1,3,1,5,7,17,26,48,39,54,24,8,6,4,1,0,0,0,1
002383.SZ,4,0,3,3,5,7,13,17,23,39,13,40,23,16,11,9,6,2,0,0,9
002384.SZ,1,1,0,3,3,7,16,14,34,46,20,35,18,21,14,4,3,2,3,1,6
002385.SZ,1,3,0,5,1,3,9,16,25,42,30,29,31,16,12,6,1,1,0,1,2
002386.SZ,1,0,0,1,2,6,7,20,30,49,14,44,28,17,8,2,2,2,1,1,1
002387.SZ,0,0,0,1,2,7,12,10,35,44,37,38,24,15,13,2,1,0,0,0,2
002388.SZ,3,0,1,0,9,6,21,16,27,26,27,29,33,16,16,2,6,1,0,0,12
002389.SZ,1,0,0,1,8,5,12,21,32,41,16,37,26,17,7,11,1,4,0,1,3
002390.SZ,2,1,2,5,2,8,10,13,26,41,34,31,32,18,11,6,5,3,0,0,0
002391.SZ,0,0,0,1,0,1,3,5,24,55,33,61,23,5,2,0,0,0,0,0,0
002392.SZ,0,0,2,1,2,2,4,12,21,41,57,67,33,4,2,1,0,0,0,0,0
002393.SZ,0,0,2,1,1,6,10,17,24,46,36,41,24,15,8,2,2,1,0,0,7
002394.SZ,3,1,0,1,0,2,5,11,16,45,46,82,16,3,2,1,0,1,0,0,4
002395.SZ,3,3,1,2,2,6,10,17,31,42,16,34,35,12,6,5,3,0,0,0,12
002396.SZ,0,0,1,1,4,3,7,14,26,48,33,52,20,11,10,2,2,2,0,0,2
002397.SZ,3,0,1,3,3,4,8,24,27,47,26,36,27,17,8,7,4,3,0,2,7
002398.SZ,2,1,0,1,2,4,6,13,23,48,34,48,23,14,6,2,1,2,0,0,3
002399.SZ,0,0,1,0,2,3,7,7,35,57,33,46,27,7,4,3,1,1,0,0,3
002400.SZ,2,0,1,1,1,8,6,17,33,49,27,49,23,18,8,0,0,0,0,0,10
002401.SZ,3,1,1,2,3,9,11,13,24,31,26,43,28,9,12,8,2,1,0,1,11
002402.SZ,0,2,1,2,2,6,16,22,41,44,15,24,28,15,15,7,2,3,0,1,3
002403.SZ,5,1,1,1,1,5,8,17,31,48,29,41,30,11,9,3,0,1,0,0,15
002404.SZ,1,0,0,0,2,7,9,13,20,46,27,48,26,14,8,3,1,1,1,0,5
002405.SZ,2,0,0,3,1,3,12,16,32,42,36,47,21,13,8,1,4,1,2,1,3
002406.SZ,1,0,1,2,2,3,7,15,33,40,23,59,26,9,4,6,1,1,0,0,5
002407.SZ,1,0,1,2,4,8,12,14,39,37,18,35,25,15,13,5,4,0,1,1,5
002408.SZ,1,2,0,0,1,2,4,20,29,50,24,46,20,13,7,4,1,0,2,0,0
002409.SZ,2,2,0,1,4,6,12,24,33,38,28,32,21,17,11,2,9,0,2,1,2
002410.SZ,0,0,2,0,1,8,9,15,35,43,34,47,21,14,7,8,2,3,0,1,2
002411.SZ,4,0,0,2,2,30,13,12,29,19,14,26,11,10,8,41,0,0,0,1,2
002412.SZ,3,0,1,5,4,9,7,15,17,41,30,43,29,16,11,7,2,2,0,0,6
002413.SZ,1,0,0,1,1,4,6,17,23,55,27,44,23,10,6,5,0,1,0,0,1
002414.SZ,0,2,0,2,5,2,3,20,29,49,36,50,27,7,8,2,3,2,1,0,2
002415.SZ,1,1,0,0,1,4,9,13,31,53,21,40,30,16,8,5,1,0,0,0,0
002416.SZ,1,0,0,2,4,2,11,9,28,47,29,38,24,12,7,7,0,2,2,0,1
002417.SZ,5,1,2,2,1,51,4,17,20,19,11,18,26,10,11,48,1,0,0,0,7
002418.SZ,1,0,0,0,0,9,9,25,31,46,18,52,24,16,5,3,1,0,0,0,8
002419.SZ,1,2,2,2,4,3,8,16,28,44,24,48,25,14,6,3,2,2,0,0,9
002420.SZ,5,2,1,1,3,5,14,26,28,38,21,35,21,20,5,4,2,2,0,1,14
002421.SZ,2,0,0,0,2,8,5,16,32,50,35,42,26,22,6,4,2,0,1,0,4
002422.SZ,0,0,0,1,3,3,4,12,38,49,26,41,31,11,10,6,2,0,1,2,2
002423.SZ,0,1,2,1,0,4,6,9,25,49,35,51,22,10,5,1,1,1,0,0,4
002424.SZ,2,0,2,2,2,7,9,16,32,43,32,51,22,13,6,5,4,0,0,1,10
002425.SZ,1,1,1,1,5,7,9,17,37,41,14,49,27,20,8,3,2,0,0,0,5
002426.SZ,0,0,1,2,3,7,10,13,36,44,19,35,24,13,8,4,1,3,0,1,7
002427.SZ,0,0,0,0,0,29,9,21,24,36,25,28,18,8,6,51,0,0,0,0,0
002428.SZ,1,0,1,1,4,5,5,13,34,44,22,42,24,17,5,4,2,2,1,0,2
002429.SZ,1,0,0,1,0,3,5,9,27,62,23,51,27,12,4,4,1,1,0,0,1
002430.SZ,1,0,0,2,0,0,12,28,31,51,23,34,27,13,11,6,5,4,2,3,0
002431.SZ,4,2,2,0,5,4,7,15,38,48,5,44,17,14,10,5,2,1,0,0,12
002432.SZ,9,4,2,4,8,8,12,20,24,36,16,23,20,13,6,4,5,9,1,3,21
002433.SZ,2,1,0,5,5,11,8,14,25,43,17,28,21,15,13,9,4,0,0,0,4
002434.SZ,2,0,1,2,3,12,11,22,34,35,24,38,27,14,19,3,4,1,0,0,5
002435.SZ,2,2,4,2,1,10,13,16,29,38,27,40,29,15,14,5,3,1,0,0,11
002436.SZ,1,1,0,0,5,9,8,23,31,46,21,35,25,14,9,12,7,2,0,1,1
002437.SZ,0,0,1,1,2,3,9,21,29,48,49,41,19,12,5,6,2,1,0,0,6
002438.SZ,2,1,0,1,5,8,11,17,32,46,16,35,25,21,8,3,6,2,0,1,2
002439.SZ,1,0,0,1,4,7,5,18,37,48,24,30,33,17,15,4,3,2,1,1,0
002440.SZ,1,0,0,0,0,3,3,6,18,48,42,66,17,3,1,0,1,1,0,0,0
002441.SZ,1,3,1,3,3,2,11,17,22,43,13,56,24,20,4,1,3,1,2,0,7
002442.SZ,4,0,0,2,2,3,6,19,28,45,18,49,32,15,4,4,1,0,0,0,6
002443.SZ,1,4,0,4,2,9,13,9,31,35,37,47,17,12,13,5,3,3,0,2,5
002444.SZ,1,1,1,0,2,10,19,21,37,36,17,37,26,16,13,5,3,4,1,0,5
002445.SZ,2,0,1,1,2,5,9,9,43,42,35,41,33,12,7,3,1,0,1,0,5
002446.SZ,2,0,0,1,3,4,10,16,29,44,21,37,24,18,7,10,6,3,1,1,2
002448.SZ,1,0,1,0,1,4,4,18,24,42,25,47,30,12,2,1,1,0,1,0,2
002449.SZ,2,0,0,0,1,4,13,20,32,37,23,60,25,7,8,3,1,0,1,0,6
002451.SZ,2,1,0,0,5,4,7,13,28,42,35,54,26,16,8,2,0,1,0,0,5
002452.SZ,1,1,1,0,8,11,12,20,26,43,17,34,23,16,10,6,8,3,2,2,1
002453.SZ,6,2,0,2,8,7,11,20,31,37,15,34,21,19,10,7,3,8,1,0,6
002454.SZ,3,4,3,0,3,3,12,24,29,46,15,32,33,20,8,4,2,1,1,0,12
002455.SZ,1,1,0,5,6,3,14,19,28,40,23,36,30,25,10,6,1,2,2,0,2
002456.SZ,2,0,1,1,2,8,5,18,29,53,32,47,27,12,6,1,3,0,0,0,3
002457.SZ,1,1,1,2,4,1,11,14,30,33,31,49,20,14,10,3,4,1,2,0,3
002458.SZ,1,1,1,1,2,4,16,23,23,38,20,36,29,15,13,7,2,1,2,1,4
002459.SZ,3,0,1,2,6,5,11,25,26,43,22,34,17,19,15,8,3,5,3,1,2
002460.SZ,0,3,0,1,2,7,13,22,30,48,22,37,26,18,10,3,4,1,0,4,2
002461.SZ,0,0,0,1,2,0,7,16,15,60,46,53,22,11,4,4,2,0,0,0,0
002462.SZ,1,0,0,2,4,1,9,11,30,37,26,50,21,13,6,1,4,0,0,0,6
002463.SZ,0,3,1,4,1,7,11,13,42,43,21,37,17,13,9,9,7,3,3,2,3
002465.SZ,0,0,0,1,1,3,0,10,26,49,51,51,26,5,2,2,1,0,0,0,1
002466.SZ,3,1,0,2,8,6,10,28,29,33,20,38,26,18,10,7,3,4,3,0,5
002467.SZ,3,0,2,2,2,8,11,16,30,43,41,41,21,15,10,3,4,1,0,0,12
002468.SZ,2,1,2,1,2,3,9,24,27,38,44,29,23,17,10,8,4,3,2,0,3
002469.SZ,5,0,1,0,4,1,10,14,29,38,37,46,27,13,10,3,0,0,1,1,7
002470.SZ,0,0,0,0,0,11,4,13,26,56,24,42,10,9,5,15,0,0,0,0,0
002471.SZ,0,0,0,4,2,3,6,19,31,39,43,41,34,19,7,0,1,0,0,1,4
002472.SZ,1,1,1,3,7,10,16,21,37,38,18,25,16,16,13,14,6,8,3,1,5
002474.SZ,5,1,0,4,1,11,14,16,25,35,28,39,20,13,10,5,4,2,1,0,15
002475.SZ,1,0,0,2,3,10,15,18,35,45,16,31,23,17,10,7,5,3,2,2,1
002476.SZ,2,0,1,0,3,11,5,14,28,43,23,37,35,13,10,3,4,1,1,0,5
002478.SZ,1,2,2,0,3,3,10,19,17,49,41,35,29,20,7,5,0,1,0,0,9
002479.SZ,1,1,0,0,2,1,4,16,21,45,24,71,20,10,3,0,0,0,0,0,2
002480.SZ,2,1,1,3,3,7,10,22,28,44,21,38,36,8,12,7,3,2,0,0,6
002481.SZ,3,1,2,1,4,3,10,23,25,51,19,41,26,8,13,8,4,1,2,0,4
002482.SZ,2,1,1,2,6,14,14,18,32,34,10,39,22,10,9,17,1,0,0,0,12
002483.SZ,1,1,1,1,1,4,14,20,30,46,17,33,24,15,7,12,3,2,1,0,0
002484.SZ,1,0,1,4,9,7,18,21,26,32,21,26,23,15,15,6,10,1,4,1,4
002485.SZ,2,0,1,1,0,7,12,7,30,38,44,43,29,9,3,12,2,0,0,0,0
002486.SZ,2,0,1,1,1,8,15,20,25,44,9,54,22,16,13,4,1,0,0,0,10
002487.SZ,2,1,1,3,8,14,16,30,34,21,17,27,13,17,9,8,12,5,2,2,12
002488.SZ,3,0,1,3,0,6,10,15,26,40,30,41,23,19,12,7,2,3,0,0,1
002489.SZ,1,2,0,4,1,5,7,17,33,43,26,50,28,13,3,5,1,1,1,0,9
002490.SZ,3,2,2,2,8,8,8,14,32,33,22,42,24,18,2,5,3,1,1,0,13
002491.SZ,0,1,0,0,2,6,13,12,33,43,28,38,18,11,13,8,2,1,2,0,3
002492.SZ,0,1,3,1,3,8,8,15,24,38,30,40,36,17,10,3,1,0,0,0,6
002493.SZ,1,0,0,1,2,5,6,21,28,51,33,38,23,9,13,5,2,2,1,0,1
002494.SZ,3,1,0,4,3,9,12,12,23,32,43,39,37,10,9,2,0,0,0,0,13
002495.SZ,2,0,1,1,3,0,10,15,26,38,49,54,30,13,7,6,0,0,0,0,3
002496.SZ,2,1,1,1,1,7,4,10,31,45,60,37,27,10,2,3,1,0,0,0,8
002497.SZ,1,1,0,1,3,6,7,18,35,34,33,50,23,15,5,5,1,1,1,1,4
002498.SZ,0,1,0,0,4,5,10,17,26,42,18,51,25,8,7,2,1,1,0,2,3
002499.SZ,0,0,0,0,0,58,8,16,22,16,20,19,29,9,3,44,0,0,0,0,0
002500.SZ,0,0,0,0,2,2,7,4,26,58,35,47,20,8,0,3,5,0,0,0,1
002501.SZ,1,0,0,0,1,13,6,16,31,43,18,39,21,12,4,14,1,0,0,0,6
002502.SZ,5,1,0,2,1,10,13,14,34,38,21,42,30,20,7,5,2,1,2,0,9
002503.SZ,0,0,2,2,0,6,5,10,41,50,45,54,35,8,5,4,1,0,0,0,3
002504.SZ,0,0,0,0,0,11,7,14,28,61,30,68,25,11,5,11,0,0,0,0,0
002505.SZ,3,0,0,1,1,5,11,19,34,48,17,40,21,10,7,10,2,2,0,0,5
002506.SZ,1,0,1,0,3,4,11,16,41,44,28,53,19,14,7,6,1,1,1,1,4
002507.SZ,1,0,0,1,1,2,10,16,37,47,28,45,24,16,6,3,1,1,0,0,2
002508.SZ,0,1,1,1,2,6,8,28,27,55,16,34,27,18,6,4,7,2,0,2,1
002510.SZ,1,0,0,0,2,7,8,13,33,48,27,51,31,10,5,2,2,4,0,0,3
002511.SZ,0,0,1,0,2,1,9,14,34,62,31,36,28,16,5,6,1,2,0,0,0
002512.SZ,0,3,1,2,1,6,17,24,33,35,20,50,20,13,9,6,1,1,0,0,15
002513.SZ,3,1,0,4,4,4,14,8,34,45,13,31,42,12,11,2,5,0,1,0,9
002514.SZ,9,2,2,3,10,10,10,17,24,25,10,29,28,13,11,11,5,3,2,1,24
002515.SZ,1,0,0,1,0,3,7,12,27,51,30,48,21,12,4,4,0,0,0,0,2
002516.SZ,2,1,1,2,1,8,11,13,31,46,35,43,16,18,6,2,1,1,0,0,10
002517.SZ,1,0,2,3,2,4,11,20,24,40,25,46,30,13,8,15,4,2,1,0,3
002518.SZ,3,2,1,2,8,10,8,28,29,32,16,26,24,19,10,9,7,2,4,4,12
002519.SZ,0,1,1,1,1,5,7,12,38,42,21,44,26,17,7,4,2,1,0,0,5
002520.SZ,3,1,1,1,4,12,11,15,27,39,32,27,28,17,15,4,4,3,1,0,4
002521.SZ,0,1,0,1,0,4,7,5,20,50,33,74,26,7,3,1,0,0,0,0,0
002522.SZ,0,0,0,0,2,4,8,16,25,41,24,54,30,16,3,0,0,0,1,0,0
002523.SZ,2,1,2,3,0,8,10,20,30,35,14,45,29,12,12,2,0,1,0,0,12
002524.SZ,1,0,1,4,3,6,6,15,28,54,35,41,26,12,12,3,0,1,1,0,6
002526.SZ,1,0,2,0,0,3,9,14,27,45,23,45,25,15,7,4,2,0,0,0,3
002527.SZ,1,3,1,2,5,7,8,19,27,36,31,38,25,16,10,4,5,0,1,0,7
002528.SZ,11,2,2,5,7,10,11,15,29,27,18,41,19,8,13,2,5,2,0,0,36
002529.SZ,3,1,1,7,6,14,19,22,34,28,9,30,24,14,11,9,4,3,1,1,14
002530.SZ,5,3,3,4,9,9,13,18,25,27,20,34,26,12,11,9,5,2,0,0,20
002531.SZ,3,1,0,3,6,10,15,22,32,37,13,32,25,21,13,5,4,1,1,2,9
002532.SZ,0,1,4,2,2,5,11,12,38,44,15,35,32,16,8,6,4,1,1,2,5
002533.SZ,0,1,0,5,2,6,8,14,25,49,24,47,31,18,10,4,1,0,0,0,2
002534.SZ,3,2,5,5,6,5,12,25,29,31,11,33,22,21,11,8,6,6,0,2,3
002535.SZ,0,0,0,0,0,12,9,14,25,46,38,45,29,13,5,26,0,0,0,0,0
002536.SZ,3,0,1,2,2,6,14,17,30,43,21,39,23,19,6,6,4,1,0,0,11
002537.SZ,3,4,3,6,8,9,11,14,23,25,25,42,27,18,10,6,3,2,0,0,16
002538.SZ,2,0,1,1,3,5,6,15,22,49,20,45,25,11,7,3,0,3,0,0,3
002539.SZ,0,0,3,2,4,7,7,10,34,44,26,56,29,13,6,5,4,2,1,1,1
002540.SZ,2,0,0,4,4,1,9,23,27,46,20,47,18,14,9,8,4,1,2,0,2
002541.SZ,1,0,0,4,2,8,11,25,30,50,17,32,25,16,8,4,4,3,2,3,4
002542.SZ,2,0,1,1,4,4,12,13,25,48,20,46,25,18,8,3,1,0,0,0,8
002543.SZ,5,0,2,2,3,8,6,13,25,44,26,41,24,9,8,5,3,1,0,1,13
002544.SZ,2,0,0,1,4,5,17,20,25,42,24,41,24,16,9,8,2,4,3,0,2
002545.SZ,3,0,1,4,3,3,5,11,32,41,31,40,29,16,8,2,5,2,2,1,1
002546.SZ,1,0,1,1,5,5,8,9,27,48,38,53,36,15,3,3,1,1,0,0,4
002547.SZ,4,0,0,5,4,8,13,16,33,36,13,39,21,18,14,5,3,1,0,0,15
002548.SZ,2,1,0,0,2,9,10,16,38,42,14,43,26,16,6,3,5,1,0,0,8
002549.SZ,1,1,3,2,6,7,20,21,23,36,26,32,20,18,13,4,9,4,3,1,4
002550.SZ,5,1,0,3,3,6,10,22,28,41,24,34,36,14,6,6,4,0,2,0,15
002551.SZ,3,0,3,3,6,6,10,15,19,47,34,40,26,14,6,5,0,0,0,0,11
002552.SZ,0,2,0,2,3,7,8,14,23,49,38,47,20,11,8,9,0,1,0,0,7
002553.SZ,2,5,1,3,6,2,11,22,34,33,23,34,23,20,12,5,1,1,1,1,15
002554.SZ,3,0,1,1,4,5,13,15,31,42,23,52,25,16,8,2,5,2,2,0,6
002555.SZ,2,0,0,3,2,3,10,19,37,49,17,40,31,13,14,5,3,1,0,0,3
002556.SZ,1,0,0,0,1,2,7,12,31,52,25,60,23,5,2,1,1,1,1,0,2
002557.SZ,1,0,1,1,1,4,9,18,37,45,24,30,23,14,11,13,3,0,0,0,0
002558.SZ,0,1,1,0,1,2,12,13,33,44,37,52,28,10,6,0,3,1,0,1,2
002559.SZ,0,1,0,0,3,5,14,15,40,41,21,54,20,17,8,3,2,1,0,0,7
002560.SZ,0,3,4,1,3,6,17,19,22,40,14,38,31,15,13,5,1,2,0,0,14
002561.SZ,7,1,3,1,8,7,11,16,17,47,13,35,26,13,8,5,1,1,1,0,22
002562.SZ,0,1,1,0,4,6,10,22,30,36,28,50,24,19,7,6,1,2,2,1,4
002563.SZ,0,0,0,1,2,2,4,10,18,60,47,61,21,7,3,1,0,0,1,0,0
002564.SZ,2,0,4,1,4,7,12,23,30,40,16,36,23,22,11,3,1,0,0,0,15
002565.SZ,4,2,1,3,6,9,12,17,24,39,17,39,26,7,6,4,3,5,0,0,11
002566.SZ,2,1,1,3,6,8,9,16,24,38,31,45,28,13,11,5,1,2,3,0,6
002567.SZ,1,0,2,3,2,9,12,15,36,41,21,39,24,18,8,9,4,4,5,1,2
002568.SZ,1,1,1,3,2,9,16,24,29,37,15,31,23,14,12,8,7,4,3,2,4
002569.SZ,0,0,0,0,0,6,6,17,24,40,29,46,33,7,3,7,0,0,0,0,0
002570.SZ,1,0,2,0,3,1,7,14,27,43,23,53,30,12,3,4,0,4,0,0,1
002571.SZ,2,1,0,3,6,7,8,19,22,49,38,28,29,13,8,8,0,3,0,0,10
002572.SZ,2,0,2,2,2,5,5,22,40,45,18,31,30,14,12,6,4,5,3,1,1
002573.SZ,0,0,1,2,2,8,7,14,27,41,26,53,24,12,3,1,4,1,0,1,3
002574.SZ,0,1,1,2,1,2,11,13,23,40,22,58,28,10,8,7,0,1,1,0,4
002575.SZ,1,1,1,1,2,9,9,12,35,30,38,49,26,16,8,6,2,2,0,1,7
002576.SZ,5,1,3,4,7,6,15,20,21,36,17,30,29,11,16,6,3,2,0,0,18
002577.SZ,0,0,1,0,1,6,14,13,24,42,25,39,33,16,6,0,4,1,1,0,3
002578.SZ,1,2,3,1,4,5,11,15,19,48,30,53,27,12,7,3,3,1,0,0,9
002579.SZ,4,1,2,1,5,12,17,13,25,37,28,35,24,13,7,8,6,0,0,0,16
002580.SZ,3,1,0,4,4,9,8,18,28,43,23,32,34,16,14,5,2,3,0,0,10
002581.SZ,1,1,2,2,3,3,9,14,33,40,39,51,18,7,9,3,5,1,0,1,4
002582.SZ,1,0,0,1,1,4,5,14,20,56,21,54,25,10,2,2,1,0,0,0,3
002583.SZ,0,1,0,1,3,4,8,13,28,43,26,46,22,16,9,1,3,2,0,0,3
002584.SZ,7,1,3,3,3,5,13,18,29,37,22,47,20,9,14,3,7,3,0,0,10
002585.SZ,6,0,2,0,7,9,20,18,36,32,14,35,22,19,11,7,6,4,1,1,6
002586.SZ,0,0,0,0,0,16,7,11,21,42,27,33,34,18,10,12,0,0,0,0,0
002587.SZ,1,2,2,2,0,11,12,19,24,48,11,37,35,18,9,5,2,2,0,0,9
002588.SZ,1,1,0,4,1,3,5,10,31,39,27,56,18,14,8,5,2,0,0,0,2
002589.SZ,6,0,1,2,6,6,11,16,28,34,28,42,21,17,12,1,2,2,0,0,14
002590.SZ,1,0,0,3,4,7,11,18,25,42,19,36,31,16,8,3,2,1,1,0,6
002591.SZ,8,2,2,4,5,6,13,18,20,29,25,37,23,19,7,5,3,0,0,0,22
002592.SZ,0,0,0,0,0,21,11,19,31,28,20,36,22,13,3,28,0,0,0,0,0
002593.SZ,2,2,1,2,2,5,11,17,19,48,14,51,34,9,8,1,2,0,0,0,9
002594.SZ,0,0,0,2,3,9,8,18,28,46,31,38,25,15,8,7,6,1,4,0,0
002595.SZ,0,0,0,1,0,3,13,7,30,53,38,52,17,13,8,6,0,0,1,0,2
002596.SZ,5,1,3,0,5,7,7,10,28,42,17,43,29,8,12,6,0,0,0,0,11
002597.SZ,0,1,1,2,1,2,9,17,44,40,28,41,29,21,5,6,4,0,0,0,0
002598.SZ,3,3,2,3,1,13,19,21,21,36,15,37,25,18,16,6,3,4,0,0,15
002599.SZ,5,0,1,1,4,10,6,27,33,40,13,32,29,11,14,4,3,3,1,0,9
002600.SZ,0,1,0,0,4,2,8,16,24,54,40,56,26,10,4,1,3,0,0,0,3
002601.SZ,0,2,1,1,2,3,6,16,36,41,23,46,21,19,8,3,2,2,1,0,0
002602.SZ,0,0,0,3,4,3,5,21,30,59,16,38,34,8,15,1,0,1,1,0,0
002603.SZ,5,2,4,4,7,7,13,14,37,32,16,30,25,6,8,8,7,9,3,4,15
002605.SZ,3,0,2,1,5,5,11,18,30,48,28,36,21,18,8,4,5,2,1,0,6
002606.SZ,2,0,1,5,4,8,14,11,33,41,23,42,26,12,12,5,3,3,1,0,9
002607.SZ,0,1,2,2,5,11,14,22,35,49,10,29,28,13,6,5,7,0,0,1,11
002608.SZ,0,0,0,0,4,2,8,16,19,47,48,49,29,6,3,2,1,0,0,0,4
002609.SZ,1,0,0,1,4,2,10,22,33,48,24,30,26,17,8,6,3,1,2,1,3
002610.SZ,3,0,0,1,4,9,12,15,31,47,37,30,30,17,9,6,3,1,0,0,3
002611.SZ,0,0,2,1,1,5,9,13,30,45,20,58,27,13,4,3,4,1,0,0,1
002612.SZ,2,3,0,1,8,6,17,16,34,36,12,40,28,11,9,10,6,3,3,1,5
002613.SZ,6,2,2,3,1,10,11,22,27,32,19,42,28,10,5,3,4,5,0,0,21
002614.SZ,2,1,1,0,3,2,10,20,23,46,41,48,23,10,5,2,2,0,0,0,5
002615.SZ,2,1,0,1,1,3,11,12,29,49,33,36,29,27,2,6,5,0,0,0,5
002616.SZ,1,0,2,3,4,5,7,18,19,41,31,66,24,7,1,1,5,0,0,0,9
